exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback
CAN,19,2017,TRUE,TRUE,TRUE,TRUE,3,CANB171016,INF_B,1390,10,16,0.5369607448556766,0.08516148430231633,348.0415044710427,0.005696643409237617,1,70
CAN,20,2011,FALSE,FALSE,FALSE,TRUE,3,CANA111212,INF_A,5213,12,12,0.48959809442398966,0.09312096688523695,1092.3365284520514,0.0012751657087306078,1,98
CAN,20,2011,FALSE,FALSE,FALSE,TRUE,3,CANB110117,INF_B,4056,01,17,0.4891656678586726,0.10079776138429745,4126.301014681325,6.08837382934594e-4,1,119
CAN,20,2011,FALSE,FALSE,FALSE,TRUE,3,CANB111226,INF_B,343,12,26,0.5554511845330241,0.09097501520045294,596.9487428332108,0.0011871380382426277,1,63
CAN,21,2012,TRUE,FALSE,FALSE,FALSE,2,CANA121029,INF_A,2931,10,29,0.5534943111191913,0.08588235510372737,1143.58759544457,0.0033942865822368493,1,63
CAN,21,2012,TRUE,FALSE,FALSE,FALSE,2,CANB121203,INF_B,3615,12,03,0.547705424661869,0.08826872196988322,819.6428112985252,0.001203084468071696,1,105
CAN,22,2011,TRUE,TRUE,TRUE,TRUE,3,CANA111212,INF_A,554,12,12,0.4893778101852818,0.09322091628927363,1089.9380506834575,0.0012830613857992702,1,91
CAN,22,2011,TRUE,TRUE,TRUE,TRUE,3,CANB110117,INF_B,9617,01,17,0.4853804453933388,0.10134518365104483,4361.320549564445,6.297706540961048e-4,1,126
CAN,22,2011,TRUE,TRUE,TRUE,TRUE,3,CANB111226,INF_B,9615,12,26,0.5601614456883132,0.09026562684677984,572.3899854147274,0.0011803111291428818,1,63
CAN,23,2017,TRUE,FALSE,TRUE,TRUE,3,CANA170918,INF_A,8325,09,18,0.47662339282379196,0.09417140532486692,340.3624982074591,0.008487829734914,1,84
CAN,23,2017,TRUE,FALSE,TRUE,TRUE,3,CANB170130,INF_B,7427,01,30,0.4857482983197978,0.10033498533626785,3745.1727495193727,0.001017961528389585,1,133
CAN,23,2017,TRUE,FALSE,TRUE,TRUE,3,CANB171016,INF_B,7977,10,16,0.5368316253568617,0.08510697669639908,355.09052866918836,0.005657263298597729,1,70
CAN,24,2017,TRUE,FALSE,TRUE,TRUE,3,CANA170918,INF_A,7811,09,18,0.47705373667717904,0.09392179312757604,372.29865518528777,0.008675677514499089,1,91
CAN,24,2017,TRUE,FALSE,TRUE,TRUE,3,CANB170130,INF_B,9843,01,30,0.4844502345886134,0.1004501882765804,3698.5198803983403,0.00102576548163681,1,133
CAN,24,2017,TRUE,FALSE,TRUE,TRUE,3,CANB171016,INF_B,968,10,16,0.5355494763613144,0.08526344789311929,363.5629739979237,0.005651905430099911,1,70
