COUNTRY_AREA_TERRITORY,STRAIN,ISO_YEAR,ISO_WEEK,COUNTRY_CODE,ORIGIN_SOURCE,SPEC_PROCESSED_NB,ISO_WEEKSTARTDATE,country,cluster_name,metasource,value,positivity,STRAIN_SOURCE
Argentina,INF_A,2008,1,ARG,NOTDEFINED,19,31/12/2007,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,2,ARG,NOTDEFINED,21,07/01/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,3,ARG,NOTDEFINED,27,14/01/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,4,ARG,NOTDEFINED,25,21/01/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,5,ARG,NOTDEFINED,26,28/01/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,6,ARG,NOTDEFINED,25,04/02/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,7,ARG,NOTDEFINED,27,11/02/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,8,ARG,NOTDEFINED,25,18/02/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,9,ARG,NOTDEFINED,20,25/02/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,10,ARG,NOTDEFINED,28,03/03/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,11,ARG,NOTDEFINED,54,10/03/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,12,ARG,NOTDEFINED,42,17/03/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,13,ARG,NOTDEFINED,58,24/03/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,14,ARG,NOTDEFINED,57,31/03/2008,Argentina,Southern America,NONSENT,1,1.754385965,INF_A (NONSENT)
Argentina,INF_A,2008,15,ARG,NOTDEFINED,57,07/04/2008,Argentina,Southern America,NONSENT,1,1.754385965,INF_A (NONSENT)
Argentina,INF_A,2008,16,ARG,NOTDEFINED,55,14/04/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,17,ARG,NOTDEFINED,77,21/04/2008,Argentina,Southern America,NONSENT,1,1.298701299,INF_A (NONSENT)
Argentina,INF_A,2008,18,ARG,NOTDEFINED,380,28/04/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,19,ARG,NOTDEFINED,685,05/05/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,20,ARG,NOTDEFINED,670,12/05/2008,Argentina,Southern America,NONSENT,1,0.149253731,INF_A (NONSENT)
Argentina,INF_A,2008,21,ARG,NOTDEFINED,856,19/05/2008,Argentina,Southern America,NONSENT,2,0.23364486,INF_A (NONSENT)
Argentina,INF_A,2008,22,ARG,NOTDEFINED,783,26/05/2008,Argentina,Southern America,NONSENT,2,0.255427842,INF_A (NONSENT)
Argentina,INF_A,2008,23,ARG,NOTDEFINED,1144,02/06/2008,Argentina,Southern America,NONSENT,4,0.34965035,INF_A (NONSENT)
Argentina,INF_A,2008,24,ARG,NOTDEFINED,1186,09/06/2008,Argentina,Southern America,NONSENT,5,0.42158516,INF_A (NONSENT)
Argentina,INF_A,2008,25,ARG,NOTDEFINED,1260,16/06/2008,Argentina,Southern America,NONSENT,14,1.111111111,INF_A (NONSENT)
Argentina,INF_A,2008,26,ARG,NOTDEFINED,1192,23/06/2008,Argentina,Southern America,NONSENT,30,2.516778523,INF_A (NONSENT)
Argentina,INF_A,2008,27,ARG,NOTDEFINED,1138,30/06/2008,Argentina,Southern America,NONSENT,49,4.305799649,INF_A (NONSENT)
Argentina,INF_A,2008,28,ARG,NOTDEFINED,924,07/07/2008,Argentina,Southern America,NONSENT,54,5.844155844,INF_A (NONSENT)
Argentina,INF_A,2008,29,ARG,NOTDEFINED,962,14/07/2008,Argentina,Southern America,NONSENT,48,4.98960499,INF_A (NONSENT)
Argentina,INF_A,2008,30,ARG,NOTDEFINED,853,21/07/2008,Argentina,Southern America,NONSENT,82,9.613130129,INF_A (NONSENT)
Argentina,INF_A,2008,31,ARG,NOTDEFINED,697,28/07/2008,Argentina,Southern America,NONSENT,29,4.160688666,INF_A (NONSENT)
Argentina,INF_A,2008,32,ARG,NOTDEFINED,678,04/08/2008,Argentina,Southern America,NONSENT,26,3.83480826,INF_A (NONSENT)
Argentina,INF_A,2008,33,ARG,NOTDEFINED,708,11/08/2008,Argentina,Southern America,NONSENT,15,2.118644068,INF_A (NONSENT)
Argentina,INF_A,2008,34,ARG,NOTDEFINED,502,18/08/2008,Argentina,Southern America,NONSENT,8,1.593625498,INF_A (NONSENT)
Argentina,INF_A,2008,35,ARG,NOTDEFINED,568,25/08/2008,Argentina,Southern America,NONSENT,9,1.584507042,INF_A (NONSENT)
Argentina,INF_A,2008,36,ARG,NOTDEFINED,644,01/09/2008,Argentina,Southern America,NONSENT,20,3.105590062,INF_A (NONSENT)
Argentina,INF_A,2008,37,ARG,NOTDEFINED,514,08/09/2008,Argentina,Southern America,NONSENT,15,2.918287938,INF_A (NONSENT)
Argentina,INF_A,2008,38,ARG,NOTDEFINED,403,15/09/2008,Argentina,Southern America,NONSENT,9,2.23325062,INF_A (NONSENT)
Argentina,INF_A,2008,39,ARG,NOTDEFINED,181,22/09/2008,Argentina,Southern America,NONSENT,11,6.077348066,INF_A (NONSENT)
Argentina,INF_A,2008,40,ARG,NOTDEFINED,203,29/09/2008,Argentina,Southern America,NONSENT,3,1.477832512,INF_A (NONSENT)
Argentina,INF_A,2008,41,ARG,NOTDEFINED,145,06/10/2008,Argentina,Southern America,NONSENT,3,2.068965517,INF_A (NONSENT)
Argentina,INF_A,2008,43,ARG,NOTDEFINED,209,20/10/2008,Argentina,Southern America,NONSENT,1,0.4784689,INF_A (NONSENT)
Argentina,INF_A,2008,44,ARG,NOTDEFINED,103,27/10/2008,Argentina,Southern America,NONSENT,2,1.941747573,INF_A (NONSENT)
Argentina,INF_A,2008,45,ARG,NOTDEFINED,174,03/11/2008,Argentina,Southern America,NONSENT,3,1.724137931,INF_A (NONSENT)
Argentina,INF_A,2008,46,ARG,NOTDEFINED,116,10/11/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2008,47,ARG,NOTDEFINED,107,17/11/2008,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,13,ARG,NOTDEFINED,1,23/03/2009,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,14,ARG,NOTDEFINED,1,30/03/2009,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,15,ARG,NOTDEFINED,60,06/04/2009,Argentina,Southern America,NONSENT,1,1.666666667,INF_A (NONSENT)
Argentina,INF_A,2009,16,ARG,NOTDEFINED,1,13/04/2009,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2009,18,ARG,NOTDEFINED,39,27/04/2009,Argentina,Southern America,NONSENT,5,12.82051282,INF_A (NONSENT)
Argentina,INF_A,2009,19,ARG,NOTDEFINED,464,04/05/2009,Argentina,Southern America,NONSENT,4,0.862068966,INF_A (NONSENT)
Argentina,INF_A,2009,20,ARG,NOTDEFINED,349,11/05/2009,Argentina,Southern America,NONSENT,3,0.859598854,INF_A (NONSENT)
Argentina,INF_A,2009,21,ARG,NOTDEFINED,393,18/05/2009,Argentina,Southern America,NONSENT,159,40.45801527,INF_A (NONSENT)
Argentina,INF_A,2009,22,ARG,NOTDEFINED,38,25/05/2009,Argentina,Southern America,NONSENT,22,57.89473684,INF_A (NONSENT)
Argentina,INF_A,2009,23,ARG,NOTDEFINED,54,01/06/2009,Argentina,Southern America,NONSENT,34,62.96296296,INF_A (NONSENT)
Argentina,INF_A,2009,24,ARG,NOTDEFINED,713,08/06/2009,Argentina,Southern America,NONSENT,557,78.12061711,INF_A (NONSENT)
Argentina,INF_A,2009,25,ARG,NOTDEFINED,1046,15/06/2009,Argentina,Southern America,NONSENT,797,76.19502868,INF_A (NONSENT)
Argentina,INF_A,2009,26,ARG,NOTDEFINED,3290,22/06/2009,Argentina,Southern America,NONSENT,2392,72.70516717,INF_A (NONSENT)
Argentina,INF_A,2009,27,ARG,NOTDEFINED,4786,29/06/2009,Argentina,Southern America,NONSENT,3438,71.83451734,INF_A (NONSENT)
Argentina,INF_A,2009,28,ARG,NOTDEFINED,2694,06/07/2009,Argentina,Southern America,NONSENT,1734,64.36525612,INF_A (NONSENT)
Argentina,INF_A,2009,29,ARG,NOTDEFINED,1590,13/07/2009,Argentina,Southern America,NONSENT,806,50.6918239,INF_A (NONSENT)
Argentina,INF_A,2009,30,ARG,NOTDEFINED,653,20/07/2009,Argentina,Southern America,NONSENT,283,43.33843798,INF_A (NONSENT)
Argentina,INF_A,2009,31,ARG,NOTDEFINED,452,27/07/2009,Argentina,Southern America,NONSENT,171,37.83185841,INF_A (NONSENT)
Argentina,INF_A,2009,32,ARG,NOTDEFINED,302,03/08/2009,Argentina,Southern America,NONSENT,113,37.41721854,INF_A (NONSENT)
Argentina,INF_A,2009,33,ARG,NOTDEFINED,317,10/08/2009,Argentina,Southern America,NONSENT,94,29.65299685,INF_A (NONSENT)
Argentina,INF_A,2009,34,ARG,NOTDEFINED,272,17/08/2009,Argentina,Southern America,NONSENT,110,40.44117647,INF_A (NONSENT)
Argentina,INF_A,2009,35,ARG,NOTDEFINED,269,24/08/2009,Argentina,Southern America,NONSENT,73,27.13754647,INF_A (NONSENT)
Argentina,INF_A,2009,36,ARG,NOTDEFINED,164,31/08/2009,Argentina,Southern America,NONSENT,25,15.24390244,INF_A (NONSENT)
Argentina,INF_A,2009,37,ARG,NOTDEFINED,142,07/09/2009,Argentina,Southern America,NONSENT,40,28.16901408,INF_A (NONSENT)
Argentina,INF_A,2009,38,ARG,NOTDEFINED,141,14/09/2009,Argentina,Southern America,NONSENT,23,16.31205674,INF_A (NONSENT)
Argentina,INF_A,2009,39,ARG,NOTDEFINED,119,21/09/2009,Argentina,Southern America,NONSENT,15,12.60504202,INF_A (NONSENT)
Argentina,INF_A,2009,40,ARG,NOTDEFINED,53,28/09/2009,Argentina,Southern America,NONSENT,5,9.433962264,INF_A (NONSENT)
Argentina,INF_A,2009,41,ARG,NOTDEFINED,65,05/10/2009,Argentina,Southern America,NONSENT,7,10.76923077,INF_A (NONSENT)
Argentina,INF_A,2009,42,ARG,NOTDEFINED,99,12/10/2009,Argentina,Southern America,NONSENT,12,12.12121212,INF_A (NONSENT)
Argentina,INF_A,2009,43,ARG,NOTDEFINED,97,19/10/2009,Argentina,Southern America,NONSENT,12,12.37113402,INF_A (NONSENT)
Argentina,INF_A,2009,44,ARG,NOTDEFINED,101,26/10/2009,Argentina,Southern America,NONSENT,3,2.97029703,INF_A (NONSENT)
Argentina,INF_A,2009,45,ARG,NOTDEFINED,68,02/11/2009,Argentina,Southern America,NONSENT,3,4.411764706,INF_A (NONSENT)
Argentina,INF_A,2009,46,ARG,NOTDEFINED,52,09/11/2009,Argentina,Southern America,NONSENT,6,11.53846154,INF_A (NONSENT)
Argentina,INF_A,2009,47,ARG,NOTDEFINED,57,16/11/2009,Argentina,Southern America,NONSENT,11,19.29824561,INF_A (NONSENT)
Argentina,INF_A,2009,48,ARG,NOTDEFINED,69,23/11/2009,Argentina,Southern America,NONSENT,10,14.49275362,INF_A (NONSENT)
Argentina,INF_A,2009,49,ARG,NOTDEFINED,26,30/11/2009,Argentina,Southern America,NONSENT,7,26.92307692,INF_A (NONSENT)
Argentina,INF_A,2009,50,ARG,NOTDEFINED,43,07/12/2009,Argentina,Southern America,NONSENT,10,23.25581395,INF_A (NONSENT)
Argentina,INF_A,2009,51,ARG,NOTDEFINED,12,14/12/2009,Argentina,Southern America,NONSENT,3,25,INF_A (NONSENT)
Argentina,INF_A,2009,52,ARG,NOTDEFINED,21,21/12/2009,Argentina,Southern America,NONSENT,3,14.28571429,INF_A (NONSENT)
Argentina,INF_A,2010,1,ARG,NOTDEFINED,445,04/01/2010,Argentina,Southern America,NONSENT,4,0.898876404,INF_A (NONSENT)
Argentina,INF_A,2010,2,ARG,NOTDEFINED,434,11/01/2010,Argentina,Southern America,NONSENT,21,4.838709677,INF_A (NONSENT)
Argentina,INF_A,2010,3,ARG,NOTDEFINED,427,18/01/2010,Argentina,Southern America,NONSENT,6,1.405152225,INF_A (NONSENT)
Argentina,INF_A,2010,4,ARG,NOTDEFINED,298,25/01/2010,Argentina,Southern America,NONSENT,1,0.33557047,INF_A (NONSENT)
Argentina,INF_A,2010,5,ARG,NOTDEFINED,415,01/02/2010,Argentina,Southern America,NONSENT,4,0.963855422,INF_A (NONSENT)
Argentina,INF_A,2010,6,ARG,NOTDEFINED,410,08/02/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,7,ARG,NOTDEFINED,420,15/02/2010,Argentina,Southern America,NONSENT,3,0.714285714,INF_A (NONSENT)
Argentina,INF_A,2010,8,ARG,NOTDEFINED,430,22/02/2010,Argentina,Southern America,NONSENT,1,0.23255814,INF_A (NONSENT)
Argentina,INF_A,2010,9,ARG,NOTDEFINED,485,01/03/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,10,ARG,NOTDEFINED,553,08/03/2010,Argentina,Southern America,NONSENT,2,0.361663653,INF_A (NONSENT)
Argentina,INF_A,2010,11,ARG,NOTDEFINED,709,15/03/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,12,ARG,NOTDEFINED,804,22/03/2010,Argentina,Southern America,NONSENT,6,0.746268657,INF_A (NONSENT)
Argentina,INF_A,2010,13,ARG,NOTDEFINED,772,29/03/2010,Argentina,Southern America,NONSENT,6,0.777202073,INF_A (NONSENT)
Argentina,INF_A,2010,14,ARG,NOTDEFINED,1190,05/04/2010,Argentina,Southern America,NONSENT,6,0.504201681,INF_A (NONSENT)
Argentina,INF_A,2010,15,ARG,NOTDEFINED,1261,12/04/2010,Argentina,Southern America,NONSENT,6,0.475812847,INF_A (NONSENT)
Argentina,INF_A,2010,16,ARG,NOTDEFINED,1635,19/04/2010,Argentina,Southern America,NONSENT,8,0.489296636,INF_A (NONSENT)
Argentina,INF_A,2010,17,ARG,NOTDEFINED,1721,26/04/2010,Argentina,Southern America,NONSENT,7,0.406740267,INF_A (NONSENT)
Argentina,INF_A,2010,18,ARG,NOTDEFINED,2114,03/05/2010,Argentina,Southern America,NONSENT,6,0.283822138,INF_A (NONSENT)
Argentina,INF_A,2010,19,ARG,NOTDEFINED,2313,10/05/2010,Argentina,Southern America,NONSENT,7,0.302637268,INF_A (NONSENT)
Argentina,INF_A,2010,20,ARG,NOTDEFINED,2510,17/05/2010,Argentina,Southern America,NONSENT,1,0.039840637,INF_A (NONSENT)
Argentina,INF_A,2010,21,ARG,NOTDEFINED,2442,24/05/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,22,ARG,NOTDEFINED,3039,31/05/2010,Argentina,Southern America,NONSENT,3,0.098716683,INF_A (NONSENT)
Argentina,INF_A,2010,23,ARG,NOTDEFINED,3378,07/06/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,24,ARG,NOTDEFINED,3500,14/06/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,25,ARG,NOTDEFINED,2935,21/06/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,26,ARG,NOTDEFINED,2975,28/06/2010,Argentina,Southern America,NONSENT,1,0.033613445,INF_A (NONSENT)
Argentina,INF_A,2010,27,ARG,NOTDEFINED,2280,05/07/2010,Argentina,Southern America,NONSENT,5,0.219298246,INF_A (NONSENT)
Argentina,INF_A,2010,28,ARG,NOTDEFINED,2574,12/07/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,29,ARG,NOTDEFINED,2321,19/07/2010,Argentina,Southern America,NONSENT,7,0.30159414,INF_A (NONSENT)
Argentina,INF_A,2010,30,ARG,NOTDEFINED,2206,26/07/2010,Argentina,Southern America,NONSENT,1,0.045330916,INF_A (NONSENT)
Argentina,INF_A,2010,31,ARG,NOTDEFINED,1748,02/08/2010,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2010,32,ARG,NOTDEFINED,1810,09/08/2010,Argentina,Southern America,NONSENT,3,0.165745856,INF_A (NONSENT)
Argentina,INF_A,2010,33,ARG,NOTDEFINED,1691,16/08/2010,Argentina,Southern America,NONSENT,2,0.118273211,INF_A (NONSENT)
Argentina,INF_A,2010,34,ARG,NOTDEFINED,1857,23/08/2010,Argentina,Southern America,NONSENT,3,0.161550889,INF_A (NONSENT)
Argentina,INF_A,2010,35,ARG,NOTDEFINED,1548,30/08/2010,Argentina,Southern America,NONSENT,6,0.387596899,INF_A (NONSENT)
Argentina,INF_A,2010,36,ARG,NOTDEFINED,1235,06/09/2010,Argentina,Southern America,NONSENT,8,0.647773279,INF_A (NONSENT)
Argentina,INF_A,2010,37,ARG,NOTDEFINED,1179,13/09/2010,Argentina,Southern America,NONSENT,16,1.357082273,INF_A (NONSENT)
Argentina,INF_A,2010,38,ARG,NOTDEFINED,1281,20/09/2010,Argentina,Southern America,NONSENT,28,2.18579235,INF_A (NONSENT)
Argentina,INF_A,2010,39,ARG,NOTDEFINED,1262,27/09/2010,Argentina,Southern America,NONSENT,58,4.595879556,INF_A (NONSENT)
Argentina,INF_A,2010,40,ARG,NOTDEFINED,1394,04/10/2010,Argentina,Southern America,NONSENT,106,7.604017217,INF_A (NONSENT)
Argentina,INF_A,2010,41,ARG,NOTDEFINED,1351,11/10/2010,Argentina,Southern America,NONSENT,276,20.42931162,INF_A (NONSENT)
Argentina,INF_A,2010,42,ARG,NOTDEFINED,1522,18/10/2010,Argentina,Southern America,NONSENT,278,18.26544021,INF_A (NONSENT)
Argentina,INF_A,2010,43,ARG,NOTDEFINED,988,25/10/2010,Argentina,Southern America,NONSENT,89,9.008097166,INF_A (NONSENT)
Argentina,INF_A,2010,44,ARG,NOTDEFINED,857,01/11/2010,Argentina,Southern America,NONSENT,58,6.767794632,INF_A (NONSENT)
Argentina,INF_A,2010,45,ARG,NOTDEFINED,656,08/11/2010,Argentina,Southern America,NONSENT,25,3.81097561,INF_A (NONSENT)
Argentina,INF_A,2010,46,ARG,NOTDEFINED,766,15/11/2010,Argentina,Southern America,NONSENT,31,4.046997389,INF_A (NONSENT)
Argentina,INF_A,2010,47,ARG,NOTDEFINED,802,22/11/2010,Argentina,Southern America,NONSENT,26,3.241895262,INF_A (NONSENT)
Argentina,INF_A,2010,48,ARG,NOTDEFINED,448,29/11/2010,Argentina,Southern America,NONSENT,39,8.705357143,INF_A (NONSENT)
Argentina,INF_A,2010,49,ARG,NOTDEFINED,177,06/12/2010,Argentina,Southern America,NONSENT,19,10.73446328,INF_A (NONSENT)
Argentina,INF_A,2010,50,ARG,NOTDEFINED,519,13/12/2010,Argentina,Southern America,NONSENT,20,3.853564547,INF_A (NONSENT)
Argentina,INF_A,2010,51,ARG,NOTDEFINED,279,20/12/2010,Argentina,Southern America,NONSENT,15,5.376344086,INF_A (NONSENT)
Argentina,INF_A,2010,52,ARG,NOTDEFINED,239,27/12/2010,Argentina,Southern America,NONSENT,1,0.418410042,INF_A (NONSENT)
Argentina,INF_A,2011,1,ARG,NOTDEFINED,492,03/01/2011,Argentina,Southern America,NONSENT,10,2.032520325,INF_A (NONSENT)
Argentina,INF_A,2011,2,ARG,NOTDEFINED,432,10/01/2011,Argentina,Southern America,NONSENT,13,3.009259259,INF_A (NONSENT)
Argentina,INF_A,2011,3,ARG,NOTDEFINED,412,17/01/2011,Argentina,Southern America,NONSENT,8,1.941747573,INF_A (NONSENT)
Argentina,INF_A,2011,4,ARG,NOTDEFINED,444,24/01/2011,Argentina,Southern America,NONSENT,11,2.477477477,INF_A (NONSENT)
Argentina,INF_A,2011,5,ARG,NOTDEFINED,400,31/01/2011,Argentina,Southern America,NONSENT,4,1,INF_A (NONSENT)
Argentina,INF_A,2011,6,ARG,NOTDEFINED,336,07/02/2011,Argentina,Southern America,NONSENT,4,1.19047619,INF_A (NONSENT)
Argentina,INF_A,2011,7,ARG,NOTDEFINED,421,14/02/2011,Argentina,Southern America,NONSENT,9,2.137767221,INF_A (NONSENT)
Argentina,INF_A,2011,8,ARG,NOTDEFINED,331,21/02/2011,Argentina,Southern America,NONSENT,3,0.906344411,INF_A (NONSENT)
Argentina,INF_A,2011,9,ARG,NOTDEFINED,343,28/02/2011,Argentina,Southern America,NONSENT,5,1.457725948,INF_A (NONSENT)
Argentina,INF_A,2011,10,ARG,NOTDEFINED,352,07/03/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,11,ARG,NOTDEFINED,588,14/03/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,12,ARG,NOTDEFINED,409,21/03/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,13,ARG,NOTDEFINED,576,28/03/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,14,ARG,NOTDEFINED,735,04/04/2011,Argentina,Southern America,NONSENT,1,0.136054422,INF_A (NONSENT)
Argentina,INF_A,2011,15,ARG,NOTDEFINED,757,11/04/2011,Argentina,Southern America,NONSENT,1,0.132100396,INF_A (NONSENT)
Argentina,INF_A,2011,16,ARG,NOTDEFINED,703,18/04/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,17,ARG,NOTDEFINED,1260,25/04/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,18,ARG,NOTDEFINED,1433,02/05/2011,Argentina,Southern America,NONSENT,2,0.139567341,INF_A (NONSENT)
Argentina,INF_A,2011,19,ARG,NOTDEFINED,1640,09/05/2011,Argentina,Southern America,NONSENT,9,0.548780488,INF_A (NONSENT)
Argentina,INF_A,2011,20,ARG,NOTDEFINED,2039,16/05/2011,Argentina,Southern America,NONSENT,11,0.539480137,INF_A (NONSENT)
Argentina,INF_A,2011,21,ARG,NOTDEFINED,1955,23/05/2011,Argentina,Southern America,NONSENT,15,0.767263427,INF_A (NONSENT)
Argentina,INF_A,2011,22,ARG,NOTDEFINED,2275,30/05/2011,Argentina,Southern America,NONSENT,28,1.230769231,INF_A (NONSENT)
Argentina,INF_A,2011,23,ARG,NOTDEFINED,2915,06/06/2011,Argentina,Southern America,NONSENT,33,1.132075472,INF_A (NONSENT)
Argentina,INF_A,2011,24,ARG,NOTDEFINED,3082,13/06/2011,Argentina,Southern America,NONSENT,55,1.784555483,INF_A (NONSENT)
Argentina,INF_A,2011,25,ARG,NOTDEFINED,2751,20/06/2011,Argentina,Southern America,NONSENT,71,2.58087968,INF_A (NONSENT)
Argentina,INF_A,2011,26,ARG,NOTDEFINED,3109,27/06/2011,Argentina,Southern America,NONSENT,62,1.994210357,INF_A (NONSENT)
Argentina,INF_A,2011,27,ARG,NOTDEFINED,3091,04/07/2011,Argentina,Southern America,NONSENT,131,4.238110644,INF_A (NONSENT)
Argentina,INF_A,2011,28,ARG,NOTDEFINED,3278,11/07/2011,Argentina,Southern America,NONSENT,197,6.00976205,INF_A (NONSENT)
Argentina,INF_A,2011,29,ARG,NOTDEFINED,2898,18/07/2011,Argentina,Southern America,NONSENT,205,7.07384403,INF_A (NONSENT)
Argentina,INF_A,2011,30,ARG,NOTDEFINED,2553,25/07/2011,Argentina,Southern America,NONSENT,166,6.502154328,INF_A (NONSENT)
Argentina,INF_A,2011,31,ARG,NOTDEFINED,2094,01/08/2011,Argentina,Southern America,NONSENT,114,5.444126074,INF_A (NONSENT)
Argentina,INF_A,2011,32,ARG,NOTDEFINED,1980,08/08/2011,Argentina,Southern America,NONSENT,126,6.363636364,INF_A (NONSENT)
Argentina,INF_A,2011,33,ARG,NOTDEFINED,1882,15/08/2011,Argentina,Southern America,NONSENT,125,6.641870351,INF_A (NONSENT)
Argentina,INF_A,2011,34,ARG,NOTDEFINED,1594,22/08/2011,Argentina,Southern America,NONSENT,114,7.151819322,INF_A (NONSENT)
Argentina,INF_A,2011,35,ARG,NOTDEFINED,1731,29/08/2011,Argentina,Southern America,NONSENT,137,7.914500289,INF_A (NONSENT)
Argentina,INF_A,2011,36,ARG,NOTDEFINED,1786,05/09/2011,Argentina,Southern America,NONSENT,108,6.047032475,INF_A (NONSENT)
Argentina,INF_A,2011,37,ARG,NOTDEFINED,1717,12/09/2011,Argentina,Southern America,NONSENT,104,6.057076296,INF_A (NONSENT)
Argentina,INF_A,2011,38,ARG,NOTDEFINED,1305,19/09/2011,Argentina,Southern America,NONSENT,97,7.432950192,INF_A (NONSENT)
Argentina,INF_A,2011,39,ARG,NOTDEFINED,1021,26/09/2011,Argentina,Southern America,NONSENT,57,5.582761998,INF_A (NONSENT)
Argentina,INF_A,2011,40,ARG,NOTDEFINED,947,03/10/2011,Argentina,Southern America,NONSENT,36,3.801478353,INF_A (NONSENT)
Argentina,INF_A,2011,41,ARG,NOTDEFINED,931,10/10/2011,Argentina,Southern America,NONSENT,10,1.074113856,INF_A (NONSENT)
Argentina,INF_A,2011,42,ARG,NOTDEFINED,1086,17/10/2011,Argentina,Southern America,NONSENT,16,1.473296501,INF_A (NONSENT)
Argentina,INF_A,2011,43,ARG,NOTDEFINED,1002,24/10/2011,Argentina,Southern America,NONSENT,7,0.698602794,INF_A (NONSENT)
Argentina,INF_A,2011,44,ARG,NOTDEFINED,870,31/10/2011,Argentina,Southern America,NONSENT,5,0.574712644,INF_A (NONSENT)
Argentina,INF_A,2011,45,ARG,NOTDEFINED,827,07/11/2011,Argentina,Southern America,NONSENT,2,0.241837969,INF_A (NONSENT)
Argentina,INF_A,2011,46,ARG,NOTDEFINED,752,14/11/2011,Argentina,Southern America,NONSENT,3,0.39893617,INF_A (NONSENT)
Argentina,INF_A,2011,47,ARG,NOTDEFINED,592,21/11/2011,Argentina,Southern America,NONSENT,2,0.337837838,INF_A (NONSENT)
Argentina,INF_A,2011,48,ARG,NOTDEFINED,470,28/11/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,49,ARG,NOTDEFINED,438,05/12/2011,Argentina,Southern America,NONSENT,3,0.684931507,INF_A (NONSENT)
Argentina,INF_A,2011,50,ARG,NOTDEFINED,602,12/12/2011,Argentina,Southern America,NONSENT,1,0.166112957,INF_A (NONSENT)
Argentina,INF_A,2011,51,ARG,NOTDEFINED,334,19/12/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2011,52,ARG,NOTDEFINED,159,26/12/2011,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2012,1,ARG,NOTDEFINED,695,02/01/2012,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
Argentina,INF_A,2012,2,ARG,NOTDEFINED,667,09/01/2012,Argentina,Southern America,NONSENT,0,0,INF_A (NONSENT)
