COUNTRY_AREA_TERRITORY,STRAIN,ISO_YEAR,ISO_WEEK,COUNTRY_CODE,ORIGIN_SOURCE,SPEC_PROCESSED_NB,ISO_WEEKSTARTDATE,country,cluster_name,metasource,value,positivity,STRAIN_SOURCE
Australia,INF_B,2012,26,AUS,NOTDEFINED,898,25/06/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,72,8.017817372,INF_B (NONSENT)
Australia,INF_B,2012,27,AUS,NOTDEFINED,1029,02/07/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,90,8.746355685,INF_B (NONSENT)
Australia,INF_B,2012,28,AUS,NOTDEFINED,1388,09/07/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,129,9.293948127,INF_B (NONSENT)
Australia,INF_B,2012,29,AUS,NOTDEFINED,1294,16/07/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,111,8.57805255,INF_B (NONSENT)
Australia,INF_B,2012,30,AUS,NOTDEFINED,1208,23/07/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,122,10.09933775,INF_B (NONSENT)
Australia,INF_B,2012,31,AUS,NOTDEFINED,1309,30/07/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,117,8.938120703,INF_B (NONSENT)
Australia,INF_B,2012,32,AUS,NOTDEFINED,1232,06/08/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,114,9.253246753,INF_B (NONSENT)
Australia,INF_B,2012,33,AUS,NOTDEFINED,1168,13/08/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,90,7.705479452,INF_B (NONSENT)
Australia,INF_B,2012,34,AUS,NOTDEFINED,1184,20/08/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,100,8.445945946,INF_B (NONSENT)
Australia,INF_B,2012,35,AUS,NOTDEFINED,936,27/08/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,97,10.36324786,INF_B (NONSENT)
Australia,INF_B,2012,36,AUS,NOTDEFINED,952,03/09/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,50,5.25210084,INF_B (NONSENT)
Australia,INF_B,2012,37,AUS,NOTDEFINED,816,10/09/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,46,5.637254902,INF_B (NONSENT)
Australia,INF_B,2012,38,AUS,NOTDEFINED,580,17/09/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,28,4.827586207,INF_B (NONSENT)
Australia,INF_B,2012,39,AUS,NOTDEFINED,556,24/09/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,15,2.697841727,INF_B (NONSENT)
Australia,INF_B,2012,40,AUS,NOTDEFINED,474,01/10/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,12,2.53164557,INF_B (NONSENT)
Australia,INF_B,2012,41,AUS,NOTDEFINED,450,08/10/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,1.555555556,INF_B (NONSENT)
Australia,INF_B,2012,42,AUS,NOTDEFINED,448,15/10/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,6,1.339285714,INF_B (NONSENT)
Australia,INF_B,2012,43,AUS,NOTDEFINED,374,22/10/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,0.802139037,INF_B (NONSENT)
Australia,INF_B,2012,44,AUS,NOTDEFINED,326,29/10/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.613496933,INF_B (NONSENT)
Australia,INF_B,2012,45,AUS,NOTDEFINED,365,05/11/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,0.821917808,INF_B (NONSENT)
Australia,INF_B,2012,46,AUS,NOTDEFINED,385,12/11/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.25974026,INF_B (NONSENT)
Australia,INF_B,2012,47,AUS,NOTDEFINED,361,19/11/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.55401662,INF_B (NONSENT)
Australia,INF_B,2012,48,AUS,NOTDEFINED,323,26/11/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.309597523,INF_B (NONSENT)
Australia,INF_B,2012,49,AUS,NOTDEFINED,364,03/12/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2012,50,AUS,NOTDEFINED,294,10/12/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2012,51,AUS,NOTDEFINED,263,17/12/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.760456274,INF_B (NONSENT)
Australia,INF_B,2012,52,AUS,NOTDEFINED,206,24/12/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2013,1,AUS,NOTDEFINED,161,31/12/2012,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.863354037,INF_B (NONSENT)
Australia,INF_B,2013,2,AUS,NOTDEFINED,190,07/01/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,2.631578947,INF_B (NONSENT)
Australia,INF_B,2013,3,AUS,NOTDEFINED,188,14/01/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,6,3.191489362,INF_B (NONSENT)
Australia,INF_B,2013,4,AUS,NOTDEFINED,186,21/01/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,2.150537634,INF_B (NONSENT)
Australia,INF_B,2013,5,AUS,NOTDEFINED,198,28/01/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.515151515,INF_B (NONSENT)
Australia,INF_B,2013,6,AUS,NOTDEFINED,216,04/02/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.388888889,INF_B (NONSENT)
Australia,INF_B,2013,7,AUS,NOTDEFINED,215,11/02/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.930232558,INF_B (NONSENT)
Australia,INF_B,2013,8,AUS,NOTDEFINED,250,18/02/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.8,INF_B (NONSENT)
Australia,INF_B,2013,9,AUS,NOTDEFINED,262,25/02/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.381679389,INF_B (NONSENT)
Australia,INF_B,2013,10,AUS,NOTDEFINED,275,04/03/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,2.545454545,INF_B (NONSENT)
Australia,INF_B,2013,11,AUS,NOTDEFINED,306,11/03/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,0.980392157,INF_B (NONSENT)
Australia,INF_B,2013,12,AUS,NOTDEFINED,332,18/03/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.602409639,INF_B (NONSENT)
Australia,INF_B,2013,13,AUS,NOTDEFINED,260,25/03/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2013,14,AUS,NOTDEFINED,256,01/04/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.78125,INF_B (NONSENT)
Australia,INF_B,2013,15,AUS,NOTDEFINED,294,08/04/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.340136054,INF_B (NONSENT)
Australia,INF_B,2013,16,AUS,NOTDEFINED,276,15/04/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2013,17,AUS,NOTDEFINED,306,22/04/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2013,18,AUS,NOTDEFINED,297,29/04/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2013,19,AUS,NOTDEFINED,288,06/05/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.694444444,INF_B (NONSENT)
Australia,INF_B,2013,20,AUS,NOTDEFINED,289,13/05/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.038062284,INF_B (NONSENT)
Australia,INF_B,2013,21,AUS,NOTDEFINED,388,20/05/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.257731959,INF_B (NONSENT)
Australia,INF_B,2013,22,AUS,NOTDEFINED,344,27/05/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,0,0,INF_B (NONSENT)
Australia,INF_B,2013,23,AUS,NOTDEFINED,326,03/06/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.306748466,INF_B (NONSENT)
Australia,INF_B,2013,24,AUS,NOTDEFINED,400,10/06/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,0.75,INF_B (NONSENT)
Australia,INF_B,2013,25,AUS,NOTDEFINED,335,17/06/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.298507463,INF_B (NONSENT)
Australia,INF_B,2013,26,AUS,NOTDEFINED,380,24/06/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,0.789473684,INF_B (NONSENT)
Australia,INF_B,2013,27,AUS,NOTDEFINED,454,01/07/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,6,1.321585903,INF_B (NONSENT)
Australia,INF_B,2013,28,AUS,NOTDEFINED,459,08/07/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,10,2.178649237,INF_B (NONSENT)
Australia,INF_B,2013,29,AUS,NOTDEFINED,509,15/07/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,20,3.929273084,INF_B (NONSENT)
Australia,INF_B,2013,30,AUS,NOTDEFINED,516,22/07/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,8,1.550387597,INF_B (NONSENT)
Australia,INF_B,2013,31,AUS,NOTDEFINED,540,29/07/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,10,1.851851852,INF_B (NONSENT)
Australia,INF_B,2013,32,AUS,NOTDEFINED,573,05/08/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,17,2.966841187,INF_B (NONSENT)
Australia,INF_B,2013,33,AUS,NOTDEFINED,606,12/08/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,19,3.135313531,INF_B (NONSENT)
Australia,INF_B,2013,34,AUS,NOTDEFINED,694,19/08/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,23,3.314121037,INF_B (NONSENT)
Australia,INF_B,2013,35,AUS,NOTDEFINED,720,26/08/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,32,4.444444444,INF_B (NONSENT)
Australia,INF_B,2013,36,AUS,NOTDEFINED,727,02/09/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,14,1.925722146,INF_B (NONSENT)
Australia,INF_B,2013,37,AUS,NOTDEFINED,649,09/09/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,24,3.697996918,INF_B (NONSENT)
Australia,INF_B,2013,38,AUS,NOTDEFINED,711,16/09/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,12,1.687763713,INF_B (NONSENT)
Australia,INF_B,2013,39,AUS,NOTDEFINED,674,23/09/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,16,2.37388724,INF_B (NONSENT)
Australia,INF_B,2013,40,AUS,NOTDEFINED,534,30/09/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,14,2.621722846,INF_B (NONSENT)
Australia,INF_B,2013,41,AUS,NOTDEFINED,512,07/10/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,18,3.515625,INF_B (NONSENT)
Australia,INF_B,2013,42,AUS,NOTDEFINED,520,14/10/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,1.346153846,INF_B (NONSENT)
Australia,INF_B,2013,43,AUS,NOTDEFINED,363,21/10/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,1.101928375,INF_B (NONSENT)
Australia,INF_B,2013,44,AUS,NOTDEFINED,369,28/10/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,8,2.16802168,INF_B (NONSENT)
Australia,INF_B,2013,45,AUS,NOTDEFINED,309,04/11/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,6,1.941747573,INF_B (NONSENT)
Australia,INF_B,2013,46,AUS,NOTDEFINED,294,11/11/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,8,2.721088435,INF_B (NONSENT)
Australia,INF_B,2013,47,AUS,NOTDEFINED,258,18/11/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,1.550387597,INF_B (NONSENT)
Australia,INF_B,2013,48,AUS,NOTDEFINED,286,25/11/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,13,4.545454545,INF_B (NONSENT)
Australia,INF_B,2013,49,AUS,NOTDEFINED,234,02/12/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,2.136752137,INF_B (NONSENT)
Australia,INF_B,2013,50,AUS,NOTDEFINED,260,09/12/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,9,3.461538462,INF_B (NONSENT)
Australia,INF_B,2013,51,AUS,NOTDEFINED,247,16/12/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.4048583,INF_B (NONSENT)
Australia,INF_B,2013,52,AUS,NOTDEFINED,132,23/12/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,1.515151515,INF_B (NONSENT)
Australia,INF_B,2014,1,AUS,NOTDEFINED,163,30/12/2013,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.613496933,INF_B (NONSENT)
Australia,INF_B,2014,2,AUS,NOTDEFINED,193,06/01/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.518134715,INF_B (NONSENT)
Australia,INF_B,2014,3,AUS,NOTDEFINED,198,13/01/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,1.01010101,INF_B (NONSENT)
Australia,INF_B,2014,4,AUS,NOTDEFINED,227,20/01/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,9,3.964757709,INF_B (NONSENT)
Australia,INF_B,2014,5,AUS,NOTDEFINED,179,27/01/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.558659218,INF_B (NONSENT)
Australia,INF_B,2014,6,AUS,NOTDEFINED,210,03/02/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.952380952,INF_B (NONSENT)
Australia,INF_B,2014,7,AUS,NOTDEFINED,148,10/02/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.675675676,INF_B (NONSENT)
Australia,INF_B,2014,8,AUS,NOTDEFINED,213,17/02/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.408450704,INF_B (NONSENT)
Australia,INF_B,2014,9,AUS,NOTDEFINED,270,24/02/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,13,4.814814815,INF_B (NONSENT)
Australia,INF_B,2014,10,AUS,NOTDEFINED,173,03/03/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.734104046,INF_B (NONSENT)
Australia,INF_B,2014,11,AUS,NOTDEFINED,275,10/03/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.090909091,INF_B (NONSENT)
Australia,INF_B,2014,12,AUS,NOTDEFINED,228,17/03/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,3.070175439,INF_B (NONSENT)
Australia,INF_B,2014,13,AUS,NOTDEFINED,227,24/03/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.881057269,INF_B (NONSENT)
Australia,INF_B,2014,14,AUS,NOTDEFINED,301,31/03/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,6,1.993355482,INF_B (NONSENT)
Australia,INF_B,2014,15,AUS,NOTDEFINED,248,07/04/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,2.822580645,INF_B (NONSENT)
Australia,INF_B,2014,16,AUS,NOTDEFINED,249,14/04/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.401606426,INF_B (NONSENT)
Australia,INF_B,2014,17,AUS,NOTDEFINED,246,21/04/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.81300813,INF_B (NONSENT)
Australia,INF_B,2014,18,AUS,NOTDEFINED,240,28/04/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,1.666666667,INF_B (NONSENT)
Australia,INF_B,2014,19,AUS,NOTDEFINED,310,05/05/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,1.290322581,INF_B (NONSENT)
Australia,INF_B,2014,20,AUS,NOTDEFINED,288,12/05/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,2.430555556,INF_B (NONSENT)
Australia,INF_B,2014,21,AUS,NOTDEFINED,329,19/05/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,1.215805471,INF_B (NONSENT)
Australia,INF_B,2014,22,AUS,NOTDEFINED,323,26/05/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.309597523,INF_B (NONSENT)
Australia,INF_B,2014,23,AUS,NOTDEFINED,294,02/06/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.680272109,INF_B (NONSENT)
Australia,INF_B,2014,24,AUS,NOTDEFINED,348,09/06/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,0.862068966,INF_B (NONSENT)
Australia,INF_B,2014,25,AUS,NOTDEFINED,339,16/06/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,1.179941003,INF_B (NONSENT)
Australia,INF_B,2014,26,AUS,NOTDEFINED,390,23/06/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,1.794871795,INF_B (NONSENT)
Australia,INF_B,2014,27,AUS,NOTDEFINED,465,30/06/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,8,1.720430108,INF_B (NONSENT)
Australia,INF_B,2014,28,AUS,NOTDEFINED,560,07/07/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,1.25,INF_B (NONSENT)
Australia,INF_B,2014,29,AUS,NOTDEFINED,665,14/07/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,12,1.804511278,INF_B (NONSENT)
Australia,INF_B,2014,30,AUS,NOTDEFINED,639,21/07/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,12,1.877934272,INF_B (NONSENT)
Australia,INF_B,2014,31,AUS,NOTDEFINED,725,28/07/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,13,1.793103448,INF_B (NONSENT)
Australia,INF_B,2014,32,AUS,NOTDEFINED,804,04/08/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,9,1.119402985,INF_B (NONSENT)
Australia,INF_B,2014,33,AUS,NOTDEFINED,899,11/08/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,31,3.448275862,INF_B (NONSENT)
Australia,INF_B,2014,34,AUS,NOTDEFINED,960,18/08/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,27,2.8125,INF_B (NONSENT)
Australia,INF_B,2014,35,AUS,NOTDEFINED,819,25/08/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,25,3.052503053,INF_B (NONSENT)
Australia,INF_B,2014,36,AUS,NOTDEFINED,749,01/09/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,30,4.005340454,INF_B (NONSENT)
Australia,INF_B,2014,37,AUS,NOTDEFINED,728,08/09/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,25,3.434065934,INF_B (NONSENT)
Australia,INF_B,2014,38,AUS,NOTDEFINED,682,15/09/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,22,3.225806452,INF_B (NONSENT)
Australia,INF_B,2014,39,AUS,NOTDEFINED,634,22/09/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,18,2.839116719,INF_B (NONSENT)
Australia,INF_B,2014,40,AUS,NOTDEFINED,470,29/09/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,21,4.468085106,INF_B (NONSENT)
Australia,INF_B,2014,41,AUS,NOTDEFINED,482,06/10/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,17,3.526970954,INF_B (NONSENT)
Australia,INF_B,2014,42,AUS,NOTDEFINED,386,13/10/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,12,3.10880829,INF_B (NONSENT)
Australia,INF_B,2014,43,AUS,NOTDEFINED,402,20/10/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,11,2.736318408,INF_B (NONSENT)
Australia,INF_B,2014,44,AUS,NOTDEFINED,378,27/10/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,10,2.645502646,INF_B (NONSENT)
Australia,INF_B,2014,45,AUS,NOTDEFINED,337,03/11/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,18,5.341246291,INF_B (NONSENT)
Australia,INF_B,2014,46,AUS,NOTDEFINED,320,10/11/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,1.5625,INF_B (NONSENT)
Australia,INF_B,2014,47,AUS,NOTDEFINED,320,17/11/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,7,2.1875,INF_B (NONSENT)
Australia,INF_B,2014,48,AUS,NOTDEFINED,253,24/11/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,1.581027668,INF_B (NONSENT)
Australia,INF_B,2014,49,AUS,NOTDEFINED,228,01/12/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,6,2.631578947,INF_B (NONSENT)
Australia,INF_B,2014,50,AUS,NOTDEFINED,247,08/12/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,6,2.429149798,INF_B (NONSENT)
Australia,INF_B,2014,51,AUS,NOTDEFINED,230,15/12/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,0.869565217,INF_B (NONSENT)
Australia,INF_B,2014,52,AUS,NOTDEFINED,160,22/12/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,2.5,INF_B (NONSENT)
Australia,INF_B,2015,1,AUS,NOTDEFINED,71,29/12/2014,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,1.408450704,INF_B (NONSENT)
Australia,INF_B,2015,2,AUS,NOTDEFINED,217,05/01/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,1,0.460829493,INF_B (NONSENT)
Australia,INF_B,2015,3,AUS,NOTDEFINED,192,12/01/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,4,2.083333333,INF_B (NONSENT)
Australia,INF_B,2015,4,AUS,NOTDEFINED,195,19/01/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.538461538,INF_B (NONSENT)
Australia,INF_B,2015,5,AUS,NOTDEFINED,191,26/01/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,2.617801047,INF_B (NONSENT)
Australia,INF_B,2015,6,AUS,NOTDEFINED,196,02/02/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,2,1.020408163,INF_B (NONSENT)
Australia,INF_B,2015,7,AUS,NOTDEFINED,197,09/02/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,2.538071066,INF_B (NONSENT)
Australia,INF_B,2015,8,AUS,NOTDEFINED,246,16/02/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,2.032520325,INF_B (NONSENT)
Australia,INF_B,2015,9,AUS,NOTDEFINED,233,23/02/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.287553648,INF_B (NONSENT)
Australia,INF_B,2015,10,AUS,NOTDEFINED,253,02/03/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,1.976284585,INF_B (NONSENT)
Australia,INF_B,2015,11,AUS,NOTDEFINED,234,09/03/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,3,1.282051282,INF_B (NONSENT)
Australia,INF_B,2015,12,AUS,NOTDEFINED,267,16/03/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,1.872659176,INF_B (NONSENT)
Australia,INF_B,2015,13,AUS,NOTDEFINED,264,23/03/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,9,3.409090909,INF_B (NONSENT)
Australia,INF_B,2015,14,AUS,NOTDEFINED,304,30/03/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,5,1.644736842,INF_B (NONSENT)
Australia,INF_B,2015,15,AUS,NOTDEFINED,248,06/04/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,9,3.629032258,INF_B (NONSENT)
Australia,INF_B,2015,16,AUS,NOTDEFINED,299,13/04/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,10,3.344481605,INF_B (NONSENT)
Australia,INF_B,2015,17,AUS,NOTDEFINED,330,20/04/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,11,3.333333333,INF_B (NONSENT)
Australia,INF_B,2015,18,AUS,NOTDEFINED,297,27/04/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,18,6.060606061,INF_B (NONSENT)
Australia,INF_B,2015,19,AUS,NOTDEFINED,326,04/05/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,15,4.601226994,INF_B (NONSENT)
Australia,INF_B,2015,20,AUS,NOTDEFINED,337,11/05/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,25,7.418397626,INF_B (NONSENT)
Australia,INF_B,2015,21,AUS,NOTDEFINED,377,18/05/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,26,6.896551724,INF_B (NONSENT)
Australia,INF_B,2015,22,AUS,NOTDEFINED,390,25/05/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,29,7.435897436,INF_B (NONSENT)
Australia,INF_B,2015,23,AUS,NOTDEFINED,412,01/06/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,41,9.951456311,INF_B (NONSENT)
Australia,INF_B,2015,24,AUS,NOTDEFINED,444,08/06/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,46,10.36036036,INF_B (NONSENT)
Australia,INF_B,2015,25,AUS,NOTDEFINED,493,15/06/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,49,9.939148073,INF_B (NONSENT)
Australia,INF_B,2015,26,AUS,NOTDEFINED,485,22/06/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,59,12.16494845,INF_B (NONSENT)
Australia,INF_B,2015,27,AUS,NOTDEFINED,602,29/06/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,111,18.43853821,INF_B (NONSENT)
Australia,INF_B,2015,28,AUS,NOTDEFINED,615,06/07/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,88,14.30894309,INF_B (NONSENT)
Australia,INF_B,2015,29,AUS,NOTDEFINED,634,13/07/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,92,14.51104101,INF_B (NONSENT)
Australia,INF_B,2015,30,AUS,NOTDEFINED,697,20/07/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,106,15.20803443,INF_B (NONSENT)
Australia,INF_B,2015,31,AUS,NOTDEFINED,746,27/07/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,93,12.46648794,INF_B (NONSENT)
Australia,INF_B,2015,32,AUS,NOTDEFINED,752,03/08/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,125,16.62234043,INF_B (NONSENT)
Australia,INF_B,2015,33,AUS,NOTDEFINED,794,10/08/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,103,12.97229219,INF_B (NONSENT)
Australia,INF_B,2015,34,AUS,NOTDEFINED,875,17/08/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,137,15.65714286,INF_B (NONSENT)
Australia,INF_B,2015,35,AUS,NOTDEFINED,807,24/08/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,111,13.75464684,INF_B (NONSENT)
Australia,INF_B,2015,36,AUS,NOTDEFINED,733,31/08/2015,Australia,Oceania-Melanesia-Polynesia,NONSENT,79,10.77762619,INF_B (NONSENT)
