simulation_index,ct,vt,infections,deaths,hospitalisations,YLLs,YLL_cost,discounted_costs,discounted_DALYs,cost_of_DALYs,discounted_doses,base_costs,base_DALYs,incremental_costs,incremental_DALYs,threshold_price,ct_n
14,1,3,70941077290.40292,21425472.898291476,83475234.95512563,368679798.4533052,5579173682587.876,105163656361.71008,258532344.4425448,3913331141984.36,7582053131.20603,149370966083.04208,4862735358171.298,44207309721.332,949404216186.938,131.0478189369035,0-5
14,1,4,67239803848.649994,20380229.14904783,81079269.48041719,347200260.97274333,5460559586512.995,105141479585.96953,245987983.4445584,3842759806629.3516,6760205210.603569,149370966083.04208,4862735358171.298,44229486497.072556,1019975551541.9463,157.422001978547,0-5
14,1,5,45157634481.678986,14201124.749550039,52634289.220677786,221533780.76675618,4459106097896.647,83542034059.48552,162881150.28931168,3187572951724.925,5912934240.343509,149370966083.04208,4862735358171.298,65828932023.556564,1675162406446.373,294.43779817324463,0-5
14,2,1,74330962435.79083,22770039.571180318,99526855.24407348,421808760.5032476,5551713702422.136,109662326828.50319,291981952.6231842,3877423378827.317,23679607756.171497,149370966083.04208,4862735358171.298,39708639254.538895,985311979343.981,43.28706071287747,0-12
14,2,2,59037576582.20639,18366229.75901046,77688870.59591414,319610123.9602011,4985608251081.768,97257946035.33286,221356506.87027153,3485420031032.231,17842114729.520954,149370966083.04208,4862735358171.298,52113020047.70923,1377315327139.067,80.11541058088214,0-12
14,2,3,34862765842.2194,11391948.756634198,44229782.488325976,177930789.38815162,3754883351620.597,69327778963.99474,125196705.05541475,2641684412972.742,12646787374.92289,149370966083.04208,4862735358171.298,80043187119.04735,2221050945198.5557,181.95088318480038,0-12
14,2,4,36271173634.984955,11811033.47139291,46426207.00447534,183403068.47470453,3929045635128.995,74154485740.0613,129518565.51288298,2764695972803.0103,10196251278.55034,149370966083.04208,4862735358171.298,75216480342.98079,2098039385368.2876,213.1426351058163,0-12
14,2,5,25666861644.96497,8786303.927029537,31766512.29398722,127856229.68480873,3127840127803.5615,56653934524.53435,92457554.83860634,2227355568443.0796,7822621884.091012,149370966083.04208,4862735358171.298,92717031558.50774,2635379789728.2183,348.744559267897,0-12
14,3,1,55228978606.868965,17071412.700851254,76465727.76733898,299728846.9143979,4683812059096.729,93684327444.9968,206564934.9937821,3275916103734.3125,42101191878.00588,149370966083.04208,4862735358171.298,55686638638.04529,1586819254436.9854,39.013287268313505,0-18
14,3,2,36820116648.25434,11792680.921171544,50743967.335845225,191659757.75636515,3739455965450.966,72979019237.14029,133925363.30939434,2623915858079.1533,33040416541.478416,149370966083.04208,4862735358171.298,76391946845.9018,2238819500092.1445,70.07210227000517,0-18
14,3,3,19340327585.204876,6818981.883036826,25944341.201575514,98413622.95134465,2435296693616.3413,45700764580.86732,71078575.92461164,1741847384311.526,24353858242.242054,149370966083.04208,4862735358171.298,103670201502.17477,3120887973859.772,132.40440768308787,0-18
14,3,4,19744228377.893597,6958999.540290791,26657834.705474958,100352074.41270997,2466960212744.566,46526124787.70381,72899350.16471153,1773904697854.762,19828398517.441685,149370966083.04208,4862735358171.298,102844841295.33827,3088830660316.536,160.96486555908064,0-18
14,3,5,11733526080.12858,4307423.473631451,15476270.323711114,60992497.15921479,1405881190673.4634,24668576061.30878,45923504.63230487,1053335900151.3174,15088415054.851564,149370966083.04208,4862735358171.298,124702390021.7333,3809399458019.9805,260.7365872253583,0-18
14,4,1,100564426213.32414,26658913.76763723,135659981.16302794,559440879.4980686,5909285548356.288,133127391932.7813,388221553.5442413,4155132568144.44,21108767597.037346,149370966083.04208,4862735358171.298,16243574150.260788,707602790026.8579,34.29126597986288,65+
14,4,2,99450476420.82327,25567934.632434517,132701963.46936008,545457665.9232334,5693324947310.674,130105606885.71619,379037059.53981924,4012087611974.1562,17856674700.746803,149370966083.04208,4862735358171.298,19265359197.325897,850647746197.1416,48.71641108845904,65+
14,4,3,95490857993.07315,21785988.701434903,122238597.65367115,497006609.41162926,4880420003188.903,118083988886.78714,347016368.5140478,3471387670176.2495,14246761975.552242,149370966083.04208,4862735358171.298,31286977196.254944,1391347687995.0483,99.8567020093812,65+
14,4,4,97197860973.97316,23353373.95850784,126759446.69613405,517103899.4157946,5225769342362.351,123621802649.51915,360511621.56707263,3704237790799.807,12150106884.440035,149370966083.04208,4862735358171.298,25749163433.522934,1158497567371.4907,97.46800929970522,65+
14,4,5,92742165990.35413,19188589.375453606,115176532.05680822,463479538.9585318,4325302026059.63,110343447977.2972,325139826.1708755,3106537063413.1426,9801922573.7434,149370966083.04208,4862735358171.298,39027518105.74489,1756198294758.1553,183.15037681207625,65+
14,5,1,53064815158.72941,15008031.307996698,71265013.72012496,272683954.9286805,4112477999922.5767,86067813549.21317,188656363.11057267,2898205956638.8086,65388147515.48452,149370966083.04208,4862735358171.298,63303152533.82892,1964529401532.4893,31.01223434393991,"0-18, 65+"
14,5,2,34968125024.05873,9682598.21589056,45661146.70070079,165520264.94061363,3105120904051.626,64645996051.95649,116636914.3066044,2201833208422.0073,52124161419.16343,149370966083.04208,4862735358171.298,84724970031.0856,2660902149749.2905,52.67474900365394,"0-18, 65+"
14,5,3,17454189184.167892,4566951.443005991,20704586.693209827,71303662.33558767,1712404897415.0017,35821746148.08009,52887686.09583155,1256567805601.5605,39203836532.119644,149370966083.04208,4862735358171.298,113549219934.96199,3606167552569.7373,94.88144787710102,"0-18, 65+"
14,5,4,17996307758.160896,4876093.54506285,21847649.168458592,75075421.56046794,1789393060825.943,37326771870.0241,55942686.572578736,1318343748583.1833,32341609744.126324,149370966083.04208,4862735358171.298,112044194213.01797,3544391609588.1143,113.05670412602733,"0-18, 65+"
14,5,5,9929429842.048435,2339917.1362843835,10862154.06159185,37214640.22893139,811215571734.0925,16588189648.106237,29731314.844950903,644375823477.3483,25026652660.0037,149370966083.04208,4862735358171.298,132782776434.93585,4218359534693.9497,173.86033882520198,"0-18, 65+"
15,1,1,95053496955.9176,24320846.14894203,126692193.6583976,488959159.4625301,5959616592733.177,137248934790.89789,346034881.60365427,4226799630637.014,10923540756.063541,159119366952.12238,4585567748809.572,21870432161.224487,358768118172.5581,34.84571155396607,0-5
15,1,2,89200599756.94904,22700554.47370718,116223180.63248682,447157738.44900924,5750266398625.6,131108561584.1824,317061220.98895574,4078216229196.5327,9188697871.065077,159119366952.12238,4585567748809.572,28010805367.939972,507351519613.03955,58.263132871831466,0-5
15,1,3,71225145058.78859,17922139.447942816,86916859.10011834,332821491.14362663,5086527003558.127,111104053961.42389,238498015.52218282,3610219797726.44,7582053131.20603,159119366952.12238,4585567748809.572,48015312990.69849,975347951083.1323,134.97178750461364,0-5
15,1,4,67556371177.97842,17013129.899952184,84230068.95922942,314896653.5752116,4972233489433.657,110465211799.32994,227008350.7794505,3535937173190.3887,6760205210.603569,159119366952.12238,4585567748809.572,48654155152.792435,1049630575619.1836,162.4632236088464,0-5
15,1,5,45453380639.512245,11531763.345662465,54483488.58325781,203070922.7169777,4041707125685.2095,86899834034.2178,150143228.85529667,2901833370729.578,5912934240.343509,159119366952.12238,4585567748809.572,72219532917.90457,1683734378079.9941,296.9682799813934,0-5
15,2,1,74625914299.533,19211749.432570893,103796317.79830983,383701614.7110094,5030483775177.565,116305200633.4968,271447060.93886214,3554363089366.841,23679607756.171497,159119366952.12238,4585567748809.572,42814166318.62558,1031204659442.7314,45.356276033813984,0-12
15,2,2,58332175531.00261,15151707.195655279,79839745.2449641,294482945.99951464,4497694461669.404,102342940886.13055,209523387.54662743,3172872165391.6685,17842114729.520954,159119366952.12238,4585567748809.572,56776426065.99182,1412695583417.9038,82.35974444512215,0-12
15,2,3,34610750422.43197,9095268.820939738,45599740.716917776,166351351.25270638,3379235065880.243,72036962434.08994,116069652.96001987,2360005479107.6064,12646787374.92289,159119366952.12238,4585567748809.572,87082404518.03244,2225562269701.966,182.86420144974556,0-12
15,2,4,35483498115.16054,9306061.377373602,47086988.15940821,168232374.89426616,3495707566475.885,75660538431.06021,117806360.62009904,2442110521043.253,10196251278.55034,159119366952.12238,4585567748809.572,83458828521.06216,2143457227766.3193,218.4053722736416,0-12
15,2,5,24985724739.638115,6574738.468769374,32003627.820977278,108645773.07564236,2757228416380.1294,57064690388.004715,75781724.81294015,1918775750493.5374,7822621884.091012,159119366952.12238,4585567748809.572,102054676564.11766,2666791998316.035,353.953791440591,0-12
15,3,1,54873556282.96218,14455988.609239116,79261499.99698044,295364585.43403965,4208036888853.1436,97267032411.94075,209005859.5792653,2961119922269.6387,42101191878.00588,159119366952.12238,4585567748809.572,61852334540.181625,1624447826539.9336,40.05350171478297,0-18
15,3,2,37037770953.77472,9820140.982863797,53313878.47446408,191905309.7847672,3413888699771.164,77002558811.87524,132858606.54192746,2384053097641.571,33040416541.478416,159119366952.12238,4585567748809.572,82116808140.24713,2201514651168.0015,69.11630355632514,0-18
15,3,3,19167445903.799133,5058825.744132736,26731965.337638576,83227296.69470482,2143530928421.3306,46878802938.54748,57783715.35387786,1488024229698.5232,24353858242.242054,159119366952.12238,4585567748809.572,112240564013.57489,3097543519111.049,131.79776490433926,0-18
15,3,4,19168995233.412624,5054547.986714775,26921370.38056112,83493501.73671995,2119925287755.8035,45983182965.14331,57798357.514454484,1467610418480.17,19828398517.441685,159119366952.12238,4585567748809.572,113136183986.97906,3117957330329.4023,162.95282301665512,0-18
15,3,5,10968414134.806658,2781813.185602863,14961351.074803889,44327207.880921945,1084086922393.5261,23176194227.47226,31555252.85076183,760240887943.3804,15088415054.851564,159119366952.12238,4585567748809.572,135943172724.65012,3825326860866.192,262.53718625781875,0-18
15,4,1,101740447090.65987,23546981.28176557,142919153.11017424,531149487.5243858,5487413053656.73,141662192521.59033,375670684.8901946,3922804680427.204,21108767597.037346,159119366952.12238,4585567748809.572,17457174430.532043,662763068382.3682,32.22453606947524,65+
15,4,2,100628547679.21037,22666001.895662095,139851213.5905592,519800683.7973518,5328407212518.673,138586631565.55072,367966879.11637723,3814707047279.8184,17856674700.746803,159119366952.12238,4585567748809.572,20532735386.571655,770860701529.7539,44.319194372915796,65+
15,4,3,96665224021.17203,19515350.30316781,129024051.65225558,479176048.53575003,4648925071707.064,126072881179.79301,340425974.33164746,3354143952549.5933,14246761975.552242,159119366952.12238,4585567748809.572,33046485772.32936,1231423796259.979,88.75492439630614,65+
15,4,4,98300137826.40906,20778521.20765394,133414777.9024874,495309229.52388215,4922864303742.704,130963837211.86484,351090609.02889085,3532488196271.3506,12150106884.440035,159119366952.12238,4585567748809.572,28155529740.257538,1053079552538.2217,88.98975890188726,65+
15,4,5,93769124931.10947,17232900.86065037,121200104.22378387,449206125.53597677,4138322133569.546,116503456121.4027,319665394.3314785,2996415244558.1177,9801922573.7434,159119366952.12238,4585567748809.572,42615910830.71968,1589152504251.4546,166.47432203282486,65+
15,5,1,52886167833.32676,12935284.903874865,74165462.00529613,275915236.108236,3723150629218.301,89084473949.5912,195588355.31876534,2634314159319.8,65388147515.48452,159119366952.12238,4585567748809.572,70034893002.53117,1951253589489.7725,30.912153949821622,"0-18, 65+"
15,5,2,35251752778.96271,8256012.422309359,48155333.888584934,171109090.74582952,2884174638131.4414,68220381738.472595,118537854.66824728,2028765900071.6328,52124161419.16343,159119366952.12238,4585567748809.572,90898985213.64978,2556801848737.9395,50.79603703663927,"0-18, 65+"
15,5,3,17178850403.651302,3419504.446141007,21133194.9165003,61805302.05913692,1530548473203.6982,36258265064.75627,43555476.39678079,1079233885591.8875,39203836532.119644,159119366952.12238,4585567748809.572,122861101887.3661,3506333863217.6846,92.57244408035568,"0-18, 65+"
15,5,4,17283986873.958794,3525005.5831726994,21683883.387213588,62909938.468680725,1551455494506.0862,36215493680.76127,44247941.20886136,1086771780961.111,32341609744.126324,159119366952.12238,4585567748809.572,122903873271.36111,3498795967848.4614,111.9826709237184,"0-18, 65+"
15,5,5,9083230306.281889,1440913.3421649174,10050328.910594642,26975561.86034851,609905901081.756,14369715492.249985,19728993.713510465,435996425562.2321,25026652660.0037,159119366952.12238,4585567748809.572,144749651459.87238,4149571323247.3403,171.5899058914169,"0-18, 65+"
16,1,1,97356590957.39554,28750511.766017325,119475427.87854701,482268488.3507527,7234478484479.085,127678055642.99629,336876598.0450921,5139176286856.639,10923540756.063541,146954418821.52176,5472093110497.006,19276363178.525467,332916823640.3672,32.24166913309624,0-5
16,1,2,91620449836.77847,27301380.666187353,110171668.85606094,450492209.3974318,7027085428227.069,122298721665.42119,315857625.4614263,4998219529488.113,9188697871.065077,146954418821.52176,5472093110497.006,24655697156.10057,473873581008.8926,54.254616395087524,0-5
16,1,3,74074353050.20508,22931828.25594932,83744564.75774752,362168274.15667164,6342853078832.637,104293299233.53946,257474124.02067447,4534029528968.002,7582053131.20603,146954418821.52176,5472093110497.006,42661119587.9823,938063581529.0039,129.34817049494725,0-5
16,1,4,69111539232.16838,21750670.87416282,79629854.0193546,341064127.1862547,6195574302600.493,103101269598.11264,244185427.32771745,4441247928893.588,6760205210.603569,146954418821.52176,5472093110497.006,43853149223.40912,1030845181603.418,158.97421710529335,0-5
16,1,5,46077843766.83451,15937557.243772168,51310672.076399,238606481.2909712,5173949156083.937,81297286637.07578,176835565.95204163,3769889389834.133,5912934240.343509,146954418821.52176,5472093110497.006,65657132184.445984,1702203720662.873,298.98199117205405,0-5
16,2,1,76573597427.70549,23611080.68236798,97833415.01045945,389822003.50463206,6256470133074.739,108559754900.06804,273577578.00397366,4449383506262.796,23679607756.171497,146954418821.52176,5472093110497.006,38394663921.45372,1022709604234.21,44.810888722559746,0-12
16,2,2,60746469390.309105,19841889.075791862,76615279.00742075,318964377.6250427,5728050346569.748,96137281955.08047,225080194.5378419,4084891756777.6753,17842114729.520954,146954418821.52176,5472093110497.006,50817136866.441284,1387201353719.3306,80.5968637902813,0-12
16,2,3,37123246976.98018,13585742.894612987,45055772.08103518,206967899.42841431,4493011818952.148,69046529070.4482,148198864.95039248,3225865750254.0522,12646787374.92289,146954418821.52176,5472093110497.006,77907889751.07356,2246227360242.9536,183.77277810509548,0-12
16,2,4,37228799730.822815,13714360.883836228,45512119.38540998,207794488.51540625,4615815325277.447,71631108967.60637,149066211.47834226,3312606766014.4033,10196251278.55034,146954418821.52176,5472093110497.006,75323309853.91539,2159486344482.6025,219.17953895838605,0-12
16,2,5,26198414717.623314,10472714.033084717,30970776.56499846,150520524.7123095,3744356687830.069,55010252437.3384,110330949.92964782,2710616311456.8623,7822621884.091012,146954418821.52176,5472093110497.006,91944166384.18335,2761476799040.1436,364.76529323593843,0-12
16,3,1,57236315969.415085,18787115.933632974,75841359.95890407,309337350.44085747,5400886391706.953,91460639556.21161,217042573.35998636,3839073346587.476,42101191878.00588,146954418821.52176,5472093110497.006,55493779265.31015,1633019763909.5298,40.10607462295949,0-18
16,3,2,40357461673.0404,14235791.484011415,53141565.18816948,224874986.24499393,4515988156474.535,74184670718.05272,159929201.71201187,3233923612923.097,33040416541.478416,146954418821.52176,5472093110497.006,72769748103.46904,2238169497573.9087,69.94279998789547,0-18
16,3,3,19945277621.056545,8205789.477726335,25643827.66361862,118455208.22655597,2918559895006.2324,43894570983.445015,86787296.23169616,2113264394557.0823,24353858242.242054,146954418821.52176,5472093110497.006,103059847838.07675,3358828715939.924,142.1494914417016,0-18
16,3,4,19496643802.045654,8176808.481871212,25191576.049143616,116446929.52880947,2928195541870.9673,43698696785.33543,85391660.20406064,2126298500819.753,19828398517.441685,146954418821.52176,5472093110497.006,103255722036.18634,3345794609677.253,173.94497738582095,0-18
16,3,5,11414807900.729118,5103556.138235548,14450762.765029917,71309636.39026764,1724044019019.4666,24141830958.440968,53851980.18947595,1298248318598.5205,15088415054.851564,146954418821.52176,5472093110497.006,122812587863.0808,4173844791898.4854,284.76532254327196,0-18
16,4,1,103903354299.5565,26727377.30301678,133622573.15883204,491964332.55461097,6514116149667.675,131271940253.9796,343772269.6385073,4658490653013.279,21108767597.037346,146954418821.52176,5472093110497.006,15682478567.54216,813602457483.7266,39.28627913681045,65+
16,4,2,102797319793.9965,25628393.284795824,130847169.34915586,478513514.3490344,6284687461358.108,128535349287.49391,334887240.77298343,4505782453352.591,17856674700.746803,146954418821.52176,5472093110497.006,18419069534.027847,966310657144.415,55.14631045147837,65+
16,4,3,98873180589.32428,21766186.393222146,121029235.61607234,431244238.4585995,5396062116492.037,117376776763.24422,303385596.2179729,3906990535812.4995,14246761975.552242,146954418821.52176,5472093110497.006,29577642058.277542,1565102574684.5063,111.93281810135457,65+
16,4,4,100159396409.12695,22976377.462017793,124239787.94451755,446173400.6806656,5694017850959.826,121337945187.66592,313293337.1959659,4108118088881.7295,12150106884.440035,146954418821.52176,5472093110497.006,25616473633.855835,1363975021615.2764,114.36866428135745,65+
16,4,5,95449640175.48444,18453455.530998293,112671064.76847875,390664283.6601877,4650930577014.383,108174613155.16344,276187545.4063995,3403437610607.283,9801922573.7434,146954418821.52176,5472093110497.006,38779805666.35832,2068655499889.7227,215.00223958117243,65+
16,5,1,55382903939.32304,16588641.664642796,71223456.20159817,282828013.4119804,4745202221682.672,84106663427.66075,199011530.92913595,3390665724052.8076,65388147515.48452,146954418821.52176,5472093110497.006,62847755393.86101,2081427386444.1982,32.79302478068025,"0-18, 65+"
16,5,2,38271121327.29836,11722816.192190932,47938810.91905809,194052424.7295643,3752055020482.636,66049513568.147415,138874438.9043016,2711929914301.5938,52124161419.16343,146954418821.52176,5472093110497.006,80904905253.37434,2760163196195.412,54.505780507468636,"0-18, 65+"
16,5,3,18104781028.404316,5606574.888701517,20763065.75040292,87155335.06718747,2087725879105.7454,35203247110.8317,65335015.74209899,1542946504117.0134,39203836532.119644,146954418821.52176,5472093110497.006,111751171710.69006,3929146606379.992,103.07403906196733,"0-18, 65+"
16,5,4,17588932698.73259,5666620.667549345,20459441.967594318,85882562.45502555,2092776217384.406,34580860922.13421,64496499.549724236,1553775162487.0469,32341609744.126324,146954418821.52176,5472093110497.006,112373557899.38754,3918317948009.959,124.62866065723198,"0-18, 65+"
16,5,5,9524984473.027367,2718665.978378366,10035223.533707164,42458468.52374114,967272842966.115,15890026817.189466,33963460.120910846,771795726375.9264,25026652660.0037,146954418821.52176,5472093110497.006,131064392004.33229,4700297384121.079,193.04866063237625,"0-18, 65+"
17,1,1,99269422275.16249,23670401.23605507,110746673.13961875,419850935.39383066,5038827122240.282,117482744704.53175,287743862.56731,3511426357723.6973,10923540756.063541,135639435223.76974,3803710193730.8037,18156690519.23799,292283836007.10645,28.41940479363545,0-5
17,1,2,92931050188.70656,22082810.38883175,101538929.23437904,384552849.07405806,4856909043114.636,112131931837.08546,264373858.59097174,3386098212988.4644,9188697871.065077,135639435223.76974,3803710193730.8037,23507503386.68428,417611980742.33936,48.006745930573594,0-5
17,1,3,74272118691.32135,17633908.455851145,76498416.05767916,293666892.2970483,4288119401582.5815,95205963287.2242,204297803.69340223,2998240129587.11,7582053131.20603,135639435223.76974,3803710193730.8037,40433471936.54555,805470064143.6938,111.56655347068067,0-5
17,1,4,69866329989.7546,16589855.92461899,73514013.03815903,275858452.14626914,4179463232755.7783,94696024427.92477,193726765.02571443,2933048032242.6836,6760205210.603569,135639435223.76974,3803710193730.8037,40943410795.84497,870662161488.1201,134.8488017573914,0-5
17,1,5,46400687153.03471,11128270.973168269,47242640.8808688,178629132.87017453,3351612964083.0894,74312605019.67447,129472203.8568785,2388535435750.5645,5912934240.343509,135639435223.76974,3803710193730.8037,61326830204.095276,1415174757980.2393,249.70708757595753,0-5
17,2,1,77364339752.18788,18709178.015497368,90050533.76409939,332429630.6184727,4222436148269.632,98542547923.30846,227033813.07163286,2929139331433.934,23679607756.171497,135639435223.76974,3803710193730.8037,37096887300.46129,874570862296.8696,38.50012039830886,0-12
17,2,2,61719539344.04751,14986108.972358631,70775544.74654177,259734554.21635652,3781369177293.069,87150758327.39664,178486612.41630483,2622512371946.581,17842114729.520954,135639435223.76974,3803710193730.8037,48488676896.37311,1181197821784.2227,68.92044566028927,0-12
17,2,3,36976109228.13066,9004625.070860216,40841954.749272615,150835676.28896904,2794973948731.6226,61669182347.99013,104920829.33097558,1947303343186.1848,12646787374.92289,135639435223.76974,3803710193730.8037,73970252875.77962,1856406850544.619,152.6377447641851,0-12
17,2,4,37414378141.41963,9130304.731991585,41736232.26291564,151657323.36101133,2906329833607.0566,65137397168.46465,105381446.83334288,2026756161547.4143,10196251278.55034,135639435223.76974,3803710193730.8037,70502038055.30508,1776954032183.3894,181.18973530253737,0-12
17,2,5,25690470028.145985,6461195.419248101,27796275.401329458,99567099.22558396,2262553825542.3857,48807560414.60174,70112112.44882618,1586159979037.1636,7822621884.091012,135639435223.76974,3803710193730.8037,86831874809.168,2217550214693.64,294.57925023696544,0-12
17,3,1,60067375121.223915,14492247.807388917,72364188.66802938,262518106.93788347,3552846404265.7583,83926213929.08002,180164465.19899836,2461972092524.039,42101191878.00588,135639435223.76974,3803710193730.8037,51713221294.68973,1341738101206.7646,33.097669218942194,0-18
17,3,2,40434680559.61217,9821027.970988005,48405116.86260963,173699681.860886,2837031417654.918,66076497224.202385,119995042.12140313,1969674789436.5967,33040416541.478416,135639435223.76974,3803710193730.8037,69562937999.56735,1834035404294.207,57.614235580354354,0-18
17,3,3,19035347873.175026,4934807.894328923,22345503.976882342,76939021.23988871,1685608640729.6458,37222368930.93118,53322082.28200104,1167876043231.2864,24353858242.242054,135639435223.76974,3803710193730.8037,98417066292.83856,2635834150499.5176,112.27178829717276,0-18
17,3,4,19256285265.79663,4990469.880383211,22717056.740256816,76963263.39352478,1704630660120.06,38193307489.793396,54059531.36968901,1190178481157.839,19828398517.441685,135639435223.76974,3803710193730.8037,97446127733.97635,2613531712572.965,136.7219767104378,0-18
17,3,5,11048088308.116974,2949847.68363548,12737332.048655968,43879905.48048499,883051162547.777,19791777776.107193,32041678.604931206,636304200353.8113,15088415054.851564,135639435223.76974,3803710193730.8037,115847657447.66255,3167405993376.992,217.60096331449668,0-18
17,4,1,106581607850.37581,22613238.681705143,124549319.6367205,447509770.7098858,4585063700151.648,120863235406.2807,306466544.0889082,3214385242686.6924,21108767597.037346,135639435223.76974,3803710193730.8037,14776199817.489044,589324951044.1113,28.61849457030296,65+
17,4,2,105373005719.3287,21641847.8975386,121822147.27829863,435550922.9459279,4424619794629.709,118105492854.50604,298549711.1992001,3106438181730.0596,17856674700.746803,135639435223.76974,3803710193730.8037,17533942369.263702,697272012000.7441,40.03018290634555,65+
17,4,3,101142015288.33498,18321946.97919575,112271748.1953699,394551980.27925944,3788771570091.998,107210484568.34998,271303312.6583461,2676814515172.709,14246761975.552242,135639435223.76974,3803710193730.8037,28428950655.41977,1126895678558.0947,81.09383951216964,65+
17,4,4,102671285162.71994,19524607.09243722,115808456.82812685,409411208.48626876,4045810859271.024,111801352936.79288,281504889.1205506,2858748684050.6177,12150106884.440035,135639435223.76974,3803710193730.8037,23838082286.976868,944961509680.186,79.73589048898414,65+
17,4,5,97723756256.45047,15765340.106339015,104873866.37800208,362719519.11779594,3324715937002.7734,99524977820.86304,250633877.0047136,2375987013566.569,9801922573.7434,135639435223.76974,3803710193730.8037,36114457402.90671,1427723180164.2349,149.34188946649627,65+
17,5,1,58194057609.04156,12970399.119308028,68050032.82579036,244138510.89792904,3120339408164.244,77010192900.57124,168028719.12262005,2175332455882.194,65388147515.48452,135639435223.76974,3803710193730.8037,58629242323.1985,1628377737848.6096,25.799889494840166,"0-18, 65+"
17,5,2,38150726889.73232,8143081.130363885,43382505.16370261,152221777.76088607,2362710646141.0483,58392186514.19245,105593807.2923174,1654425821297.276,52124161419.16343,135639435223.76974,3803710193730.8037,77247248709.5773,2149284372433.5278,42.71592214670184,"0-18, 65+"
17,5,3,17326103536.119846,3418352.7209908506,18027628.613341346,58301290.134911135,1221354467259.868,29525603397.13338,40807916.411592625,855497100569.7057,39203836532.119644,135639435223.76974,3803710193730.8037,106113831826.63637,2948213093161.098,77.9088781906671,"0-18, 65+"
17,5,4,17291424281.92841,3512899.7038807212,18306396.06683269,58219034.74723737,1217369369548.0315,29907518996.258217,41710043.62844694,867351439540.3616,32341609744.126324,135639435223.76974,3803710193730.8037,105731916227.51154,2936358754190.4424,94.06120148272579,"0-18, 65+"
17,5,5,9196934350.749039,1621564.3692639754,8798147.145568382,27663650.899657834,494391160452.81476,12723117838.78887,21092255.62252256,372308408284.49744,25026652660.0037,135639435223.76974,3803710193730.8037,122916317384.98088,3431401785446.306,142.02131428113893,"0-18, 65+"
18,1,1,99376470557.3558,27691736.916756816,101138552.0910418,488528180.10270584,7169784923417.389,110476151666.67139,330430511.40885144,4899840598271.7295,10923540756.063541,126545063037.3883,5234784409687.946,16068911370.716919,334943811416.2168,32.13360307115532,0-5
18,1,2,92916216624.31396,25991156.42949659,92679606.88070889,450667081.1110674,6946997749404.865,105598207636.67662,305995980.4054813,4750546755544.148,9188697871.065077,126545063037.3883,5234784409687.946,20946855400.711685,484237654143.79785,54.978900888157376,0-5
18,1,3,74516394588.61331,21319864.954953395,70239792.29623966,354809890.2371969,6261152440495.754,90209204749.17284,243210247.82539836,4290568734413.388,7582053131.20603,126545063037.3883,5234784409687.946,36335858288.21547,944215675274.5581,129.32533135741866,0-5
18,1,4,70329523026.4766,20315408.812401634,67632360.59690726,337557178.41842693,6145461928958.743,89625594902.72084,232265914.20148593,4218416938014.156,6760205210.603569,126545063037.3883,5234784409687.946,36919468134.667465,1016367471673.7905,155.80694771755572,0-5
18,1,5,47758491297.907845,14635778.231886452,44403422.25127242,235483751.66708803,5136010292611.714,71314357741.52785,166941421.89198866,3570687026135.5737,5912934240.343509,126545063037.3883,5234784409687.946,55230705295.86046,1664097383552.3726,290.774092686062,0-5
18,2,1,77500340172.9356,22272640.14000705,82162107.92355266,388134363.9457654,6196829204641.879,93486108760.1708,263033893.75179014,4228254454444.26,23679607756.171497,126545063037.3883,5234784409687.946,33058954277.2175,1006529955243.6865,43.90228589195956,0-12
18,2,2,62182979044.12964,18497848.72331052,65070133.98222374,316503661.6753228,5658271557297.976,83231187100.91158,215668723.29241207,3861591620502.7065,17842114729.520954,126545063037.3883,5234784409687.946,43313875936.47673,1373192789185.2397,79.39118689658535,0-12
18,2,3,37841648691.28674,12213302.080189774,38199518.47521319,201748219.5356794,4395086755532.1455,59318255964.145,138282572.88331378,2997569699605.949,12646787374.92289,126545063037.3883,5234784409687.946,67226807073.24331,2237214710081.997,182.21556580643397,0-12
18,2,4,38615612202.98495,12501465.236977192,39294949.168025754,205445074.0290669,4572020391290.922,62461940316.25851,140536940.51496747,3113004904877.73,10196251278.55034,126545063037.3883,5234784409687.946,64083122721.1298,2121779504810.2163,214.37904655505145,0-12
18,2,5,27527522803.328903,9466240.127120327,27133894.58740787,148973690.98103607,3705526193248.8125,47783390318.02428,102096117.26128933,2525896909749.346,7822621884.091012,126545063037.3883,5234784409687.946,78761672719.36403,2708887499938.6,356.3573970419368,0-12
18,3,1,58818545014.06646,17547226.71249999,64595650.27866407,309889390.7852474,5323053831406.164,79392116372.32954,211129259.83392304,3629814453823.6465,42101191878.00588,126545063037.3883,5234784409687.946,47152946665.05876,1604969955864.2998,39.24171333003153,0-18
18,3,2,40738262883.75712,12862602.799210705,44570238.73859384,221003724.37063316,4411392051373.92,63478069056.38285,150916658.82397944,3011378470233.172,33040416541.478416,126545063037.3883,5234784409687.946,63066993981.005455,2223405939454.7744,69.20230350502324,0-18
18,3,3,20275272361.180965,7200530.565316171,21692822.52202789,114375309.77081142,2811469886743.6416,36448876861.77735,77811497.12190953,1903248501561.6008,24353858242.242054,126545063037.3883,5234784409687.946,90096186175.61096,3331535908126.3457,140.4965102559025,0-18
