simulation_index,ct,vt,infections,deaths,hospitalisations,YLLs,YLL_cost,discounted_costs,discounted_DALYs,cost_of_DALYs,discounted_doses,base_costs,base_DALYs,incremental_costs,incremental_DALYs,threshold_price,ct_n
1,5,3,16674606156.930796,3732605.5744182635,26352782.88881034,66492549.40594184,1572815266580.3494,43596620909.53185,48559486.20586457,1133612487080.6382,39203836532.119644,200617248078.12662,4541461394173.225,157020627168.59476,3407848907092.5864,90.93164979760307,"0-18, 65+"
1,5,4,17112031447.130335,3966396.724275913,27693154.570358574,69798578.64878877,1633494095479.1084,45577575440.34238,51381188.50340042,1191817267777.6199,32341609744.126324,200617248078.12662,4541461394173.225,155039672637.78424,3349644126395.6045,108.36454421288931,"0-18, 65+"
1,5,5,9290047468.190777,1811412.405692705,13141294.383408729,34618114.28860402,690836698977.2623,18025039567.073997,26218937.118367456,521935661150.6342,25026652660.0037,200617248078.12662,4541461394173.225,182592208511.0526,4019525733022.5903,167.905712306834,"0-18, 65+"
2,1,1,92433170864.89676,26262615.412928216,124893919.10918438,489263181.2950257,6571976140024.157,139591206059.06744,341949154.5701661,4611100675144.29,10923540756.063541,161934909840.36044,4945854455856.078,22343703781.293,334753780711.7881,32.69063506673512,0-5
2,1,2,86694860922.91515,24691350.01990565,114639030.53180665,451737043.1343179,6368333651333.103,133255001625.11462,316328063.4485042,4467021445815.292,9188697871.065077,161934909840.36044,4945854455856.078,28679908215.24582,478833010040.78613,55.23230009054649,0-5
2,1,3,69377267574.85814,20043977.251405858,86242766.45748118,349496057.6757488,5725174104621.776,113196133932.63722,246219327.75986356,4015954621959.233,7582053131.20603,161934909840.36044,4945854455856.078,48738775907.72322,929899833896.8452,129.0730350829001,0-5
2,1,4,65497133072.04236,18996635.942227572,83238034.57848664,329069542.2428017,5606700266521.582,112912833863.28224,233792343.05229193,3942435935734.019,6760205210.603569,161934909840.36044,4945854455856.078,49022075977.0782,1003418520122.0591,155.68175274448106,0-5
2,1,5,44356775325.79779,13435841.132401837,54298062.78768232,223926988.1487125,4676640718659.498,89070569905.9794,162969326.65744326,3313576183166.977,5912934240.343509,161934909840.36044,4945854455856.078,72864339934.38104,1632278272689.101,288.3750340041703,0-5
2,2,1,72285408057.74596,21126316.564712264,102193157.77684635,387504676.6037119,5706284502605.022,117986509666.23767,270101707.6648175,3979435479373.699,23679607756.171497,161934909840.36044,4945854455856.078,43948400174.12277,966418976482.3789,42.66824801577107,0-12
2,2,2,56388761714.84471,16881152.446472324,78645032.63181113,299135314.3717148,5154344965012.32,103711637648.7217,207583502.69798493,3579637260204.542,17842114729.520954,161934909840.36044,4945854455856.078,58223272191.63875,1366217195651.5361,79.83585406982863,0-12
2,2,3,35153042222.2532,11119479.848895751,47003118.07954092,187799865.86096123,4032729803970.432,74272010329.68782,130789009.70847517,2785017121296.2056,12646787374.92289,161934909840.36044,4945854455856.078,87662899510.67262,2160837334559.8726,177.79220662229685,0-12
2,2,4,35885658239.66167,11334364.31156897,48435813.07830486,190576592.79166973,4163881634320.922,78636137524.5556,132960292.50263077,2883327495569.966,10196251278.55034,161934909840.36044,4945854455856.078,83298772315.80484,2062526960286.1123,210.4524176562861,0-12
2,2,5,26489484227.79519,8865057.975188123,34390674.347767696,143774663.99482396,3424438915792.7227,60512635331.12529,100115074.95477337,2363581737176.594,7822621884.091012,161934909840.36044,4945854455856.078,101422274509.23515,2582272718679.484,343.06847920728364,0-12
2,3,1,52708361641.71459,15816240.957836451,77600802.1571638,286671621.1957178,4841155005306.064,98429966962.96411,196401660.79288697,3341970083979.1826,42101191878.00588,161934909840.36044,4945854455856.078,63504942877.39633,1603884371876.8955,39.604325682412664,0-18
2,3,2,37373787858.76894,11579468.56368483,54631034.87339904,201927774.48635677,4033290958760.281,78833597179.86409,139775929.34645483,2774293014136.6206,33040416541.478416,161934909840.36044,4945854455856.078,83101312660.49635,2171561441719.4575,68.23953782633116,0-18
