country_code,simulation_index,age_grp,ifr,iso3c,itz
MMR,81,1,2.8706634170485842e-5,MMR,Eastern and Southern Asia
MNG,81,1,2.9162680784426526e-5,MNG,Eastern and Southern Asia
MYS,81,1,4.3293049058783844e-5,MYS,Eastern and Southern Asia
NPL,81,1,5.1095550115363843e-5,NPL,Eastern and Southern Asia
PHL,81,1,1.8100274719424296e-4,PHL,Eastern and Southern Asia
PNG,81,1,1.6293407041422254e-4,PNG,Eastern and Southern Asia
PRK,81,1,3.1193088207846454e-5,PRK,Eastern and Southern Asia
RUS,81,1,3.282066068264454e-5,RUS,Eastern and Southern Asia
SGP,81,1,1.7104854720662608e-5,SGP,Eastern and Southern Asia
THA,81,1,3.068027017069586e-5,THA,Eastern and Southern Asia
TLS,81,1,4.4158823335887636e-4,TLS,Eastern and Southern Asia
VNM,81,1,7.812652624246563e-6,VNM,Eastern and Southern Asia
JPN,81,1,3.701657454552733e-6,JPN,Eastern and Southern Asia
TWN,81,1,3.194882653262277e-6,TWN,Eastern and Southern Asia
BGD,82,1,2.662607758368795e-4,BGD,Eastern and Southern Asia
BRN,82,1,4.0148032686355835e-6,BRN,Eastern and Southern Asia
BTN,82,1,2.7109146531551685e-4,BTN,Eastern and Southern Asia
CHN,82,1,1.7909913502686124e-5,CHN,Eastern and Southern Asia
HKG,82,1,3.40943225069808e-6,HKG,Eastern and Southern Asia
IDN,82,1,1.0230252330168383e-4,IDN,Eastern and Southern Asia
IND,82,1,1.6673956263711155e-4,IND,Eastern and Southern Asia
KHM,82,1,3.718250095683534e-5,KHM,Eastern and Southern Asia
KOR,82,1,2.236312319814825e-6,KOR,Eastern and Southern Asia
LAO,82,1,8.642544269418776e-5,LAO,Eastern and Southern Asia
LKA,82,1,9.22341450954471e-5,LKA,Eastern and Southern Asia
MAC,82,1,7.735260511116756e-6,MAC,Eastern and Southern Asia
MDV,82,1,4.9488286946983736e-5,MDV,Eastern and Southern Asia
MMR,82,1,8.976656345405599e-5,MMR,Eastern and Southern Asia
MNG,82,1,5.3556165773481436e-5,MNG,Eastern and Southern Asia
MYS,82,1,2.2348343054823288e-4,MYS,Eastern and Southern Asia
NPL,82,1,2.490858000890899e-4,NPL,Eastern and Southern Asia
PHL,82,1,4.1097972714241535e-4,PHL,Eastern and Southern Asia
PNG,82,1,0.0018690464188588418,PNG,Eastern and Southern Asia
PRK,82,1,5.835601231904404e-5,PRK,Eastern and Southern Asia
RUS,82,1,1.0585894664014093e-5,RUS,Eastern and Southern Asia
SGP,82,1,1.4594967290440445e-5,SGP,Eastern and Southern Asia
THA,82,1,9.412649401116645e-5,THA,Eastern and Southern Asia
TLS,82,1,2.0571162545019331e-4,TLS,Eastern and Southern Asia
VNM,82,1,1.0797599565024143e-5,VNM,Eastern and Southern Asia
JPN,82,1,2.3579010543492373e-6,JPN,Eastern and Southern Asia
TWN,82,1,2.772815441447575e-6,TWN,Eastern and Southern Asia
BGD,83,1,7.145139323505608e-4,BGD,Eastern and Southern Asia
BRN,83,1,1.5163330622624056e-5,BRN,Eastern and Southern Asia
BTN,83,1,2.3832294675776596e-5,BTN,Eastern and Southern Asia
CHN,83,1,3.0630741655032645e-5,CHN,Eastern and Southern Asia
HKG,83,1,4.5403759564974466e-6,HKG,Eastern and Southern Asia
IDN,83,1,1.1020689248997897e-4,IDN,Eastern and Southern Asia
IND,83,1,7.570931462878512e-5,IND,Eastern and Southern Asia
KHM,83,1,3.10475949946549e-4,KHM,Eastern and Southern Asia
KOR,83,1,2.3452058849049405e-6,KOR,Eastern and Southern Asia
LAO,83,1,5.130644688411329e-4,LAO,Eastern and Southern Asia
LKA,83,1,1.1059339849522256e-5,LKA,Eastern and Southern Asia
MAC,83,1,6.230319929456581e-6,MAC,Eastern and Southern Asia
MDV,83,1,1.1516940669896204e-5,MDV,Eastern and Southern Asia
MMR,83,1,4.8715162888986695e-4,MMR,Eastern and Southern Asia
MNG,83,1,8.175026356370813e-6,MNG,Eastern and Southern Asia
MYS,83,1,7.535077739058702e-5,MYS,Eastern and Southern Asia
NPL,83,1,1.3670351072710347e-4,NPL,Eastern and Southern Asia
PHL,83,1,2.025271530786691e-4,PHL,Eastern and Southern Asia
PNG,83,1,3.640094867925654e-4,PNG,Eastern and Southern Asia
PRK,83,1,4.061267766883868e-5,PRK,Eastern and Southern Asia
RUS,83,1,1.2206205135100119e-5,RUS,Eastern and Southern Asia
SGP,83,1,1.1726363145046271e-5,SGP,Eastern and Southern Asia
THA,83,1,1.6594749058766986e-5,THA,Eastern and Southern Asia
TLS,83,1,4.131720089427002e-4,TLS,Eastern and Southern Asia
VNM,83,1,1.0152517568882245e-5,VNM,Eastern and Southern Asia
JPN,83,1,2.5136748162079706e-6,JPN,Eastern and Southern Asia
TWN,83,1,2.172705796164954e-6,TWN,Eastern and Southern Asia
BGD,84,1,1.6222929484624338e-4,BGD,Eastern and Southern Asia
BRN,84,1,2.6944090326766183e-5,BRN,Eastern and Southern Asia
BTN,84,1,4.5327148107884185e-4,BTN,Eastern and Southern Asia
CHN,84,1,3.225386401351904e-5,CHN,Eastern and Southern Asia
HKG,84,1,4.200893413022089e-6,HKG,Eastern and Southern Asia
IDN,84,1,1.6272570655248198e-4,IDN,Eastern and Southern Asia
IND,84,1,1.5382258682776937e-4,IND,Eastern and Southern Asia
KHM,84,1,1.779553737625755e-4,KHM,Eastern and Southern Asia
KOR,84,1,1.6703478472031517e-6,KOR,Eastern and Southern Asia
LAO,84,1,2.3704584664386403e-4,LAO,Eastern and Southern Asia
LKA,84,1,2.2800740770132414e-5,LKA,Eastern and Southern Asia
MAC,84,1,6.386774520469783e-6,MAC,Eastern and Southern Asia
MDV,84,1,1.6745183392119145e-5,MDV,Eastern and Southern Asia
MMR,84,1,2.9604298656168743e-4,MMR,Eastern and Southern Asia
MNG,84,1,7.350842086439063e-5,MNG,Eastern and Southern Asia
MYS,84,1,2.2177351216267146e-4,MYS,Eastern and Southern Asia
NPL,84,1,5.254918987007784e-4,NPL,Eastern and Southern Asia
PHL,84,1,1.4446106948705164e-4,PHL,Eastern and Southern Asia
PNG,84,1,2.2048736785993588e-4,PNG,Eastern and Southern Asia
PRK,84,1,3.973991004289662e-5,PRK,Eastern and Southern Asia
RUS,84,1,2.9968078936241856e-5,RUS,Eastern and Southern Asia
SGP,84,1,1.3262489156161432e-5,SGP,Eastern and Southern Asia
THA,84,1,2.1353549831974835e-5,THA,Eastern and Southern Asia
TLS,84,1,1.787177348845235e-4,TLS,Eastern and Southern Asia
VNM,84,1,6.945187747306256e-5,VNM,Eastern and Southern Asia
JPN,84,1,1.978982788829066e-6,JPN,Eastern and Southern Asia
TWN,84,1,3.2057901091653488e-6,TWN,Eastern and Southern Asia
BGD,85,1,2.2450875651935416e-4,BGD,Eastern and Southern Asia
BRN,85,1,8.888415368550526e-6,BRN,Eastern and Southern Asia
BTN,85,1,2.842312981061651e-4,BTN,Eastern and Southern Asia
CHN,85,1,2.735697366807555e-5,CHN,Eastern and Southern Asia
HKG,85,1,3.6316067828597955e-6,HKG,Eastern and Southern Asia
IDN,85,1,4.4380224061226696e-4,IDN,Eastern and Southern Asia
IND,85,1,1.8512489637236812e-4,IND,Eastern and Southern Asia
KHM,85,1,2.3446470939075958e-4,KHM,Eastern and Southern Asia
KOR,85,1,2.5563703189629286e-6,KOR,Eastern and Southern Asia
LAO,85,1,9.094461269350532e-5,LAO,Eastern and Southern Asia
LKA,85,1,9.543992354972577e-6,LKA,Eastern and Southern Asia
MAC,85,1,8.017282023594556e-6,MAC,Eastern and Southern Asia
MDV,85,1,1.7639296352835605e-4,MDV,Eastern and Southern Asia
MMR,85,1,2.4668340364069404e-4,MMR,Eastern and Southern Asia
MNG,85,1,4.1545380474952484e-5,MNG,Eastern and Southern Asia
MYS,85,1,2.5158979561598474e-5,MYS,Eastern and Southern Asia
NPL,85,1,2.8321993384395364e-5,NPL,Eastern and Southern Asia
PHL,85,1,1.7222658082672923e-4,PHL,Eastern and Southern Asia
PNG,85,1,3.4552353245020305e-4,PNG,Eastern and Southern Asia
PRK,85,1,2.4501721351115584e-5,PRK,Eastern and Southern Asia
RUS,85,1,3.949496618663998e-5,RUS,Eastern and Southern Asia
SGP,85,1,1.19935354454664e-5,SGP,Eastern and Southern Asia
THA,85,1,2.6308960699839857e-5,THA,Eastern and Southern Asia
TLS,85,1,3.553787078281517e-4,TLS,Eastern and Southern Asia
VNM,85,1,7.590053971670509e-5,VNM,Eastern and Southern Asia
JPN,85,1,2.3619153759447134e-6,JPN,Eastern and Southern Asia
TWN,85,1,2.1606482387264802e-6,TWN,Eastern and Southern Asia
BGD,86,1,1.3145721088767413e-4,BGD,Eastern and Southern Asia
BRN,86,1,1.1934537328532593e-5,BRN,Eastern and Southern Asia
BTN,86,1,1.818097719832603e-4,BTN,Eastern and Southern Asia
CHN,86,1,3.621776092407123e-5,CHN,Eastern and Southern Asia
HKG,86,1,4.411758246794579e-6,HKG,Eastern and Southern Asia
IDN,86,1,2.9691966311544486e-4,IDN,Eastern and Southern Asia
IND,86,1,1.0625195891109119e-4,IND,Eastern and Southern Asia
KHM,86,1,2.5693285686434893e-5,KHM,Eastern and Southern Asia
KOR,86,1,1.7299828657530218e-6,KOR,Eastern and Southern Asia
LAO,86,1,2.9623977487377893e-5,LAO,Eastern and Southern Asia
LKA,86,1,2.8905885930168136e-5,LKA,Eastern and Southern Asia
MAC,86,1,9.916724264793482e-6,MAC,Eastern and Southern Asia
MDV,86,1,5.5240485873894684e-6,MDV,Eastern and Southern Asia
MMR,86,1,7.9887605742898e-5,MMR,Eastern and Southern Asia
MNG,86,1,3.862792411660588e-5,MNG,Eastern and Southern Asia
MYS,86,1,5.804371722285365e-5,MYS,Eastern and Southern Asia
NPL,86,1,1.315870914368666e-4,NPL,Eastern and Southern Asia
PHL,86,1,2.2672879312369553e-4,PHL,Eastern and Southern Asia
PNG,86,1,5.466651852640165e-4,PNG,Eastern and Southern Asia
PRK,86,1,2.447371445865574e-5,PRK,Eastern and Southern Asia
RUS,86,1,2.230128715311123e-5,RUS,Eastern and Southern Asia
SGP,86,1,1.2057197210242792e-5,SGP,Eastern and Southern Asia
THA,86,1,4.0041559973687955e-5,THA,Eastern and Southern Asia
TLS,86,1,1.9886102088654623e-4,TLS,Eastern and Southern Asia
VNM,86,1,5.051665784439433e-5,VNM,Eastern and Southern Asia
JPN,86,1,2.174874748916698e-6,JPN,Eastern and Southern Asia
TWN,86,1,2.254288189308058e-6,TWN,Eastern and Southern Asia
BGD,87,1,5.057051779868845e-4,BGD,Eastern and Southern Asia
BRN,87,1,1.8292845364655275e-5,BRN,Eastern and Southern Asia
BTN,87,1,5.548110968033495e-4,BTN,Eastern and Southern Asia
CHN,87,1,1.188925390383256e-5,CHN,Eastern and Southern Asia
HKG,87,1,3.3427511518356776e-6,HKG,Eastern and Southern Asia
IDN,87,1,8.39282097973443e-4,IDN,Eastern and Southern Asia
IND,87,1,1.1484891096727421e-4,IND,Eastern and Southern Asia
KHM,87,1,1.49417437032605e-4,KHM,Eastern and Southern Asia
KOR,87,1,1.3265537641776003e-6,KOR,Eastern and Southern Asia
LAO,87,1,2.196366832224585e-4,LAO,Eastern and Southern Asia
LKA,87,1,5.0427601659300545e-6,LKA,Eastern and Southern Asia
MAC,87,1,1.1362822157624416e-5,MAC,Eastern and Southern Asia
MDV,87,1,1.2925584769478497e-4,MDV,Eastern and Southern Asia
MMR,87,1,1.2408894456533075e-5,MMR,Eastern and Southern Asia
MNG,87,1,3.8470164388783276e-5,MNG,Eastern and Southern Asia
MYS,87,1,7.662018947713186e-5,MYS,Eastern and Southern Asia
NPL,87,1,2.1351080559216297e-4,NPL,Eastern and Southern Asia
PHL,87,1,2.9536302959904314e-4,PHL,Eastern and Southern Asia
PNG,87,1,6.930520276868737e-5,PNG,Eastern and Southern Asia
PRK,87,1,1.4183254183398867e-5,PRK,Eastern and Southern Asia
RUS,87,1,5.573842197946355e-5,RUS,Eastern and Southern Asia
SGP,87,1,1.432938664023909e-5,SGP,Eastern and Southern Asia
THA,87,1,5.0552113815549894e-5,THA,Eastern and Southern Asia
TLS,87,1,4.832279915971484e-5,TLS,Eastern and Southern Asia
VNM,87,1,5.9183837318919596e-5,VNM,Eastern and Southern Asia
JPN,87,1,2.3135106516819743e-6,JPN,Eastern and Southern Asia
TWN,87,1,2.684027632011502e-6,TWN,Eastern and Southern Asia
BGD,88,1,5.920527138221694e-5,BGD,Eastern and Southern Asia
BRN,88,1,1.6783760510655612e-5,BRN,Eastern and Southern Asia
BTN,88,1,1.0948888062921783e-4,BTN,Eastern and Southern Asia
CHN,88,1,3.6722830577267504e-5,CHN,Eastern and Southern Asia
HKG,88,1,2.7260737593207564e-6,HKG,Eastern and Southern Asia
IDN,88,1,1.893359404246541e-4,IDN,Eastern and Southern Asia
IND,88,1,1.2152863592964737e-4,IND,Eastern and Southern Asia
KHM,88,1,9.693874421504382e-5,KHM,Eastern and Southern Asia
KOR,88,1,2.4861106057483105e-6,KOR,Eastern and Southern Asia
LAO,88,1,2.3243633385683832e-4,LAO,Eastern and Southern Asia
LKA,88,1,6.525666283796285e-6,LKA,Eastern and Southern Asia
MAC,88,1,1.1011885635682907e-5,MAC,Eastern and Southern Asia
MDV,88,1,3.347710873572597e-5,MDV,Eastern and Southern Asia
MMR,88,1,2.3282861850709027e-4,MMR,Eastern and Southern Asia
MNG,88,1,7.444387168026419e-5,MNG,Eastern and Southern Asia
MYS,88,1,6.054727516213422e-5,MYS,Eastern and Southern Asia
NPL,88,1,3.5363106081041684e-4,NPL,Eastern and Southern Asia
PHL,88,1,2.0515124647875214e-4,PHL,Eastern and Southern Asia
PNG,88,1,4.848074852576435e-4,PNG,Eastern and Southern Asia
PRK,88,1,4.828463895258977e-5,PRK,Eastern and Southern Asia
RUS,88,1,6.283239720419062e-5,RUS,Eastern and Southern Asia
SGP,88,1,1.397747062285538e-5,SGP,Eastern and Southern Asia
THA,88,1,1.631415901208208e-5,THA,Eastern and Southern Asia
TLS,88,1,3.4788011202700785e-4,TLS,Eastern and Southern Asia
VNM,88,1,1.6096906556509355e-5,VNM,Eastern and Southern Asia
JPN,88,1,3.3874408042038268e-6,JPN,Eastern and Southern Asia
TWN,88,1,2.0692868746405427e-6,TWN,Eastern and Southern Asia
BGD,89,1,1.1612184393206888e-4,BGD,Eastern and Southern Asia
BRN,89,1,1.2988858463901948e-5,BRN,Eastern and Southern Asia
BTN,89,1,4.0997586344819486e-4,BTN,Eastern and Southern Asia
CHN,89,1,1.5968586239142886e-5,CHN,Eastern and Southern Asia
HKG,89,1,3.0885550274172365e-6,HKG,Eastern and Southern Asia
IDN,89,1,3.0371993073099204e-4,IDN,Eastern and Southern Asia
IND,89,1,1.3610868049429543e-4,IND,Eastern and Southern Asia
KHM,89,1,7.368229440473996e-5,KHM,Eastern and Southern Asia
KOR,89,1,2.6192394748017553e-6,KOR,Eastern and Southern Asia
LAO,89,1,5.616737691754732e-4,LAO,Eastern and Southern Asia
LKA,89,1,1.7980375380538093e-5,LKA,Eastern and Southern Asia
MAC,89,1,7.161535875677775e-6,MAC,Eastern and Southern Asia
MDV,89,1,2.5818479614145682e-6,MDV,Eastern and Southern Asia
MMR,89,1,2.701033863652987e-4,MMR,Eastern and Southern Asia
MNG,89,1,7.649687821141636e-5,MNG,Eastern and Southern Asia
MYS,89,1,1.0508813460094772e-4,MYS,Eastern and Southern Asia
NPL,89,1,1.220571277261107e-4,NPL,Eastern and Southern Asia
PHL,89,1,3.0697639547452003e-4,PHL,Eastern and Southern Asia
PNG,89,1,3.599253454479213e-4,PNG,Eastern and Southern Asia
PRK,89,1,2.1847721907361963e-5,PRK,Eastern and Southern Asia
RUS,89,1,4.972777283936953e-5,RUS,Eastern and Southern Asia
SGP,89,1,1.3603874031778243e-5,SGP,Eastern and Southern Asia
THA,89,1,1.546249298304322e-5,THA,Eastern and Southern Asia
TLS,89,1,1.7232656886074683e-4,TLS,Eastern and Southern Asia
VNM,89,1,1.5975682286970644e-5,VNM,Eastern and Southern Asia
JPN,89,1,2.240146397241586e-6,JPN,Eastern and Southern Asia
TWN,89,1,2.801720539283022e-6,TWN,Eastern and Southern Asia
BGD,90,1,7.059447246058953e-4,BGD,Eastern and Southern Asia
BRN,90,1,5.1604386189622835e-6,BRN,Eastern and Southern Asia
BTN,90,1,3.4780746603712924e-5,BTN,Eastern and Southern Asia
CHN,90,1,2.5515135581884873e-5,CHN,Eastern and Southern Asia
HKG,90,1,2.694195664910511e-6,HKG,Eastern and Southern Asia
IDN,90,1,1.7785575435932022e-4,IDN,Eastern and Southern Asia
IND,90,1,2.026657460406032e-4,IND,Eastern and Southern Asia
KHM,90,1,1.0702485746513353e-4,KHM,Eastern and Southern Asia
KOR,90,1,1.8900784195052345e-6,KOR,Eastern and Southern Asia
LAO,90,1,3.8508384550731275e-4,LAO,Eastern and Southern Asia
LKA,90,1,4.6543519532528426e-5,LKA,Eastern and Southern Asia
MAC,90,1,6.303675726413172e-6,MAC,Eastern and Southern Asia
MDV,90,1,7.001005988429928e-5,MDV,Eastern and Southern Asia
MMR,90,1,5.005333331302794e-4,MMR,Eastern and Southern Asia
MNG,90,1,3.068178057930465e-5,MNG,Eastern and Southern Asia
MYS,90,1,6.419125006539468e-5,MYS,Eastern and Southern Asia
NPL,90,1,4.400627852685072e-5,NPL,Eastern and Southern Asia
PHL,90,1,1.66022887258583e-4,PHL,Eastern and Southern Asia
PNG,90,1,7.169843281584124e-5,PNG,Eastern and Southern Asia
PRK,90,1,5.8938786568198944e-5,PRK,Eastern and Southern Asia
RUS,90,1,3.664385484062346e-5,RUS,Eastern and Southern Asia
SGP,90,1,1.4127099817478077e-5,SGP,Eastern and Southern Asia
THA,90,1,2.823616820880635e-5,THA,Eastern and Southern Asia
TLS,90,1,4.281148559083806e-4,TLS,Eastern and Southern Asia
VNM,90,1,3.301404083765866e-5,VNM,Eastern and Southern Asia
JPN,90,1,2.9791478230389393e-6,JPN,Eastern and Southern Asia
TWN,90,1,3.336317084625363e-6,TWN,Eastern and Southern Asia
BGD,91,1,5.063092701945996e-4,BGD,Eastern and Southern Asia
BRN,91,1,1.0407702486605076e-5,BRN,Eastern and Southern Asia
BTN,91,1,9.027685259208726e-5,BTN,Eastern and Southern Asia
CHN,91,1,3.083442704889658e-5,CHN,Eastern and Southern Asia
HKG,91,1,3.41611888082117e-6,HKG,Eastern and Southern Asia
IDN,91,1,2.265548295499249e-4,IDN,Eastern and Southern Asia
IND,91,1,1.3270296798955456e-4,IND,Eastern and Southern Asia
KHM,91,1,1.2855073041132415e-4,KHM,Eastern and Southern Asia
KOR,91,1,2.14461510248022e-6,KOR,Eastern and Southern Asia
LAO,91,1,9.117523888211047e-4,LAO,Eastern and Southern Asia
LKA,91,1,1.0913128414582152e-5,LKA,Eastern and Southern Asia
MAC,91,1,7.921312076176884e-6,MAC,Eastern and Southern Asia
MDV,91,1,2.2903439357886513e-6,MDV,Eastern and Southern Asia
MMR,91,1,1.0311932816813264e-4,MMR,Eastern and Southern Asia
MNG,91,1,4.8567922187671046e-05,MNG,Eastern and Southern Asia
MYS,91,1,1.8323952727363555e-5,MYS,Eastern and Southern Asia
NPL,91,1,4.647973120671292e-4,NPL,Eastern and Southern Asia
PHL,91,1,2.3113966731356137e-4,PHL,Eastern and Southern Asia
PNG,91,1,4.7425813866042545e-4,PNG,Eastern and Southern Asia
PRK,91,1,1.3762207479497558e-4,PRK,Eastern and Southern Asia
RUS,91,1,3.460275460777166e-5,RUS,Eastern and Southern Asia
SGP,91,1,1.540834248974562e-5,SGP,Eastern and Southern Asia
THA,91,1,6.443200309174512e-6,THA,Eastern and Southern Asia
TLS,91,1,4.1232356845997953e-4,TLS,Eastern and Southern Asia
VNM,91,1,3.0081890637668544e-5,VNM,Eastern and Southern Asia
JPN,91,1,2.407921328157076e-6,JPN,Eastern and Southern Asia
TWN,91,1,2.8166307865449644e-6,TWN,Eastern and Southern Asia
BGD,92,1,2.3744789884737967e-4,BGD,Eastern and Southern Asia
BRN,92,1,1.849505226324287e-5,BRN,Eastern and Southern Asia
BTN,92,1,1.4374579698450332e-4,BTN,Eastern and Southern Asia
CHN,92,1,3.091465246063555e-5,CHN,Eastern and Southern Asia
HKG,92,1,3.5977599226652556e-6,HKG,Eastern and Southern Asia
IDN,92,1,4.220376703721736e-4,IDN,Eastern and Southern Asia
IND,92,1,1.4883639859990675e-4,IND,Eastern and Southern Asia
KHM,92,1,3.3450648461615443e-4,KHM,Eastern and Southern Asia
KOR,92,1,2.2249551754078464e-6,KOR,Eastern and Southern Asia
LAO,92,1,1.6666475417896525e-4,LAO,Eastern and Southern Asia
LKA,92,1,1.799071477444883e-5,LKA,Eastern and Southern Asia
MAC,92,1,7.220643066699054e-6,MAC,Eastern and Southern Asia
MDV,92,1,6.043078882338168e-5,MDV,Eastern and Southern Asia
MMR,92,1,1.6767347067585627e-4,MMR,Eastern and Southern Asia
MNG,92,1,4.313493977305537e-5,MNG,Eastern and Southern Asia
MYS,92,1,5.564919808676301e-5,MYS,Eastern and Southern Asia
NPL,92,1,1.5412743924415743e-4,NPL,Eastern and Southern Asia
PHL,92,1,2.9632992634463274e-4,PHL,Eastern and Southern Asia
PNG,92,1,5.30631012723525e-4,PNG,Eastern and Southern Asia
PRK,92,1,5.057894479362666e-5,PRK,Eastern and Southern Asia
RUS,92,1,1.3329956103359366e-5,RUS,Eastern and Southern Asia
SGP,92,1,1.5311352696599024e-5,SGP,Eastern and Southern Asia
THA,92,1,3.3907346017824865e-5,THA,Eastern and Southern Asia
TLS,92,1,2.829266686511221e-4,TLS,Eastern and Southern Asia
VNM,92,1,5.001905892739795e-5,VNM,Eastern and Southern Asia
JPN,92,1,3.008384218964586e-6,JPN,Eastern and Southern Asia
TWN,92,1,2.554128843692443e-6,TWN,Eastern and Southern Asia
BGD,93,1,1.3684844449269223e-4,BGD,Eastern and Southern Asia
BRN,93,1,1.7088017049558234e-5,BRN,Eastern and Southern Asia
BTN,93,1,9.549823872579099e-5,BTN,Eastern and Southern Asia
CHN,93,1,3.151419515365493e-5,CHN,Eastern and Southern Asia
HKG,93,1,3.7493940708896446e-6,HKG,Eastern and Southern Asia
IDN,93,1,2.5324442903099705e-4,IDN,Eastern and Southern Asia
IND,93,1,3.272163804955512e-4,IND,Eastern and Southern Asia
KHM,93,1,1.1087200640786559e-4,KHM,Eastern and Southern Asia
KOR,93,1,1.776249553893115e-6,KOR,Eastern and Southern Asia
LAO,93,1,6.172348198521437e-4,LAO,Eastern and Southern Asia
LKA,93,1,1.964335240704864e-5,LKA,Eastern and Southern Asia
MAC,93,1,1.547664167672644e-5,MAC,Eastern and Southern Asia
MDV,93,1,8.918602699573186e-5,MDV,Eastern and Southern Asia
MMR,93,1,1.8083416320196228e-4,MMR,Eastern and Southern Asia
MNG,93,1,4.306739720264356e-5,MNG,Eastern and Southern Asia
MYS,93,1,1.6399709996701943e-4,MYS,Eastern and Southern Asia
NPL,93,1,1.3269169442958696e-4,NPL,Eastern and Southern Asia
PHL,93,1,2.8882953754684e-4,PHL,Eastern and Southern Asia
PNG,93,1,1.6628342167209926e-4,PNG,Eastern and Southern Asia
PRK,93,1,3.876735738602624e-5,PRK,Eastern and Southern Asia
RUS,93,1,2.2593618801129222e-5,RUS,Eastern and Southern Asia
SGP,93,1,1.2760854481259742e-5,SGP,Eastern and Southern Asia
THA,93,1,5.437445280754378e-5,THA,Eastern and Southern Asia
TLS,93,1,6.412459596461185e-4,TLS,Eastern and Southern Asia
VNM,93,1,5.634222334318785e-5,VNM,Eastern and Southern Asia
JPN,93,1,2.6563844616293077e-6,JPN,Eastern and Southern Asia
TWN,93,1,2.8848358497811387e-6,TWN,Eastern and Southern Asia
BGD,94,1,9.121972215701411e-5,BGD,Eastern and Southern Asia
BRN,94,1,1.5140615947486504e-5,BRN,Eastern and Southern Asia
BTN,94,1,2.230858120591369e-4,BTN,Eastern and Southern Asia
CHN,94,1,1.2431703342307462e-5,CHN,Eastern and Southern Asia
HKG,94,1,3.561670611289533e-6,HKG,Eastern and Southern Asia
IDN,94,1,4.437883994072223e-4,IDN,Eastern and Southern Asia
IND,94,1,9.48885494361968e-5,IND,Eastern and Southern Asia
KHM,94,1,3.294286357940242e-4,KHM,Eastern and Southern Asia
KOR,94,1,1.4104944249559163e-6,KOR,Eastern and Southern Asia
LAO,94,1,4.385019092475892e-5,LAO,Eastern and Southern Asia
LKA,94,1,1.898358561489903e-5,LKA,Eastern and Southern Asia
MAC,94,1,8.085513713618292e-6,MAC,Eastern and Southern Asia
MDV,94,1,5.920042122810855e-6,MDV,Eastern and Southern Asia
MMR,94,1,5.280019187790279e-5,MMR,Eastern and Southern Asia
MNG,94,1,4.8916698127180574e-5,MNG,Eastern and Southern Asia
MYS,94,1,1.1573361916849544e-4,MYS,Eastern and Southern Asia
NPL,94,1,1.0357695675596987e-4,NPL,Eastern and Southern Asia
PHL,94,1,3.3297668100700547e-4,PHL,Eastern and Southern Asia
PNG,94,1,0.001058430836898805,PNG,Eastern and Southern Asia
PRK,94,1,5.316596294409593e-5,PRK,Eastern and Southern Asia
RUS,94,1,2.3637936864716693e-5,RUS,Eastern and Southern Asia
SGP,94,1,1.274332864417924e-5,SGP,Eastern and Southern Asia
THA,94,1,1.4976691467605613e-5,THA,Eastern and Southern Asia
TLS,94,1,4.2625899456517885e-4,TLS,Eastern and Southern Asia
VNM,94,1,1.0699581739190254e-5,VNM,Eastern and Southern Asia
JPN,94,1,2.4653035237385154e-6,JPN,Eastern and Southern Asia
TWN,94,1,2.6285342288741714e-6,TWN,Eastern and Southern Asia
BGD,95,1,1.8341612604535833e-4,BGD,Eastern and Southern Asia
BRN,95,1,1.151003340850024e-5,BRN,Eastern and Southern Asia
BTN,95,1,4.733632955228718e-4,BTN,Eastern and Southern Asia
CHN,95,1,2.670835969048552e-5,CHN,Eastern and Southern Asia
HKG,95,1,4.160600112846457e-6,HKG,Eastern and Southern Asia
IDN,95,1,5.8050278065709335e-5,IDN,Eastern and Southern Asia
IND,95,1,1.890252261286171e-4,IND,Eastern and Southern Asia
KHM,95,1,4.8674432232540606e-4,KHM,Eastern and Southern Asia
KOR,95,1,2.6864436652131327e-6,KOR,Eastern and Southern Asia
LAO,95,1,1.499991982188534e-4,LAO,Eastern and Southern Asia
LKA,95,1,6.164212658907824e-6,LKA,Eastern and Southern Asia
MAC,95,1,8.543481272063036e-6,MAC,Eastern and Southern Asia
MDV,95,1,2.8200117730914865e-5,MDV,Eastern and Southern Asia
MMR,95,1,1.5356505665588973e-4,MMR,Eastern and Southern Asia
MNG,95,1,3.261489117333247e-5,MNG,Eastern and Southern Asia
MYS,95,1,8.877998796603599e-5,MYS,Eastern and Southern Asia
NPL,95,1,6.055538253430981e-5,NPL,Eastern and Southern Asia
PHL,95,1,4.6753603299164333e-4,PHL,Eastern and Southern Asia
PNG,95,1,2.631715169321557e-4,PNG,Eastern and Southern Asia
PRK,95,1,4.555998112229799e-5,PRK,Eastern and Southern Asia
RUS,95,1,1.3921611246233968e-5,RUS,Eastern and Southern Asia
SGP,95,1,1.8215687819417756e-5,SGP,Eastern and Southern Asia
THA,95,1,8.065913888668236e-6,THA,Eastern and Southern Asia
TLS,95,1,1.264052755259053e-4,TLS,Eastern and Southern Asia
VNM,95,1,4.2481055120960465e-5,VNM,Eastern and Southern Asia
JPN,95,1,2.9830441947947944e-6,JPN,Eastern and Southern Asia
TWN,95,1,2.2721647601506593e-6,TWN,Eastern and Southern Asia
BGD,96,1,3.85677042676394e-4,BGD,Eastern and Southern Asia
BRN,96,1,2.4659593996418545e-5,BRN,Eastern and Southern Asia
BTN,96,1,2.745219108249875e-4,BTN,Eastern and Southern Asia
