country_code,simulation_index,age_grp,ifr,iso3c,itz
HKG,19,3,1.3094512009488542e-5,HKG,Eastern and Southern Asia
IDN,19,3,5.46018188574701e-6,IDN,Eastern and Southern Asia
IND,19,3,6.671611692992556e-5,IND,Eastern and Southern Asia
KHM,19,3,1.0146343560258474e-4,KHM,Eastern and Southern Asia
KOR,19,3,6.028688412363791e-6,KOR,Eastern and Southern Asia
LAO,19,3,1.4310871522019744e-4,LAO,Eastern and Southern Asia
LKA,19,3,4.034285829181685e-5,LKA,Eastern and Southern Asia
MAC,19,3,2.2755342819331528e-5,MAC,Eastern and Southern Asia
MDV,19,3,1.4237920953404272e-5,MDV,Eastern and Southern Asia
MMR,19,3,1.3734552353724525e-4,MMR,Eastern and Southern Asia
MNG,19,3,7.76836601988377e-5,MNG,Eastern and Southern Asia
MYS,19,3,1.886470595761012e-4,MYS,Eastern and Southern Asia
NPL,19,3,8.415328278814614e-5,NPL,Eastern and Southern Asia
PHL,19,3,1.468112637022543e-4,PHL,Eastern and Southern Asia
PNG,19,3,2.573852338994261e-4,PNG,Eastern and Southern Asia
PRK,19,3,1.0016917905843679e-5,PRK,Eastern and Southern Asia
RUS,19,3,2.535309617158443e-4,RUS,Eastern and Southern Asia
SGP,19,3,4.809627444281308e-5,SGP,Eastern and Southern Asia
THA,19,3,2.7018283685853933e-5,THA,Eastern and Southern Asia
TLS,19,3,6.668671906545168e-5,TLS,Eastern and Southern Asia
VNM,19,3,2.364509952922179e-5,VNM,Eastern and Southern Asia
JPN,19,3,8.702815803666544e-6,JPN,Eastern and Southern Asia
TWN,19,3,8.621607712440396e-6,TWN,Eastern and Southern Asia
BGD,20,3,2.2702946765683484e-4,BGD,Eastern and Southern Asia
BRN,20,3,9.362073331373532e-6,BRN,Eastern and Southern Asia
BTN,20,3,6.523672242336602e-6,BTN,Eastern and Southern Asia
CHN,20,3,1.7446305706394107e-5,CHN,Eastern and Southern Asia
HKG,20,3,1.3533368373650884e-5,HKG,Eastern and Southern Asia
IDN,20,3,2.8909092419860733e-4,IDN,Eastern and Southern Asia
IND,20,3,1.3928963123093887e-4,IND,Eastern and Southern Asia
KHM,20,3,1.2930601977582086e-4,KHM,Eastern and Southern Asia
KOR,20,3,3.990501876180167e-6,KOR,Eastern and Southern Asia
LAO,20,3,8.838496142887882e-5,LAO,Eastern and Southern Asia
LKA,20,3,2.1654776352480915e-5,LKA,Eastern and Southern Asia
MAC,20,3,1.4260830634209815e-5,MAC,Eastern and Southern Asia
MDV,20,3,1.10706071208086e-5,MDV,Eastern and Southern Asia
MMR,20,3,1.0162409506086338e-4,MMR,Eastern and Southern Asia
MNG,20,3,7.454423872932787e-5,MNG,Eastern and Southern Asia
MYS,20,3,8.033282256670671e-5,MYS,Eastern and Southern Asia
NPL,20,3,1.9544870542866392e-4,NPL,Eastern and Southern Asia
PHL,20,3,1.6256299840424637e-4,PHL,Eastern and Southern Asia
PNG,20,3,2.1854268072095536e-4,PNG,Eastern and Southern Asia
PRK,20,3,9.579032051955339e-5,PRK,Eastern and Southern Asia
RUS,20,3,1.195977854610716e-4,RUS,Eastern and Southern Asia
SGP,20,3,4.7589555936260156e-5,SGP,Eastern and Southern Asia
THA,20,3,5.900448497654362e-5,THA,Eastern and Southern Asia
TLS,20,3,1.6822622242826756e-4,TLS,Eastern and Southern Asia
VNM,20,3,2.2242675634024613e-5,VNM,Eastern and Southern Asia
JPN,20,3,8.804675407987148e-6,JPN,Eastern and Southern Asia
TWN,20,3,8.209662022139493e-6,TWN,Eastern and Southern Asia
BGD,21,3,2.4632378388796003e-4,BGD,Eastern and Southern Asia
BRN,21,3,6.896879960723341e-6,BRN,Eastern and Southern Asia
BTN,21,3,4.188393491921694e-5,BTN,Eastern and Southern Asia
CHN,21,3,2.9348344968890853e-5,CHN,Eastern and Southern Asia
HKG,21,3,1.5678186026556397e-5,HKG,Eastern and Southern Asia
IDN,21,3,2.2639569654592476e-4,IDN,Eastern and Southern Asia
IND,21,3,1.275966171136913e-4,IND,Eastern and Southern Asia
KHM,21,3,3.306494874701713e-5,KHM,Eastern and Southern Asia
KOR,21,3,4.678454388208169e-6,KOR,Eastern and Southern Asia
LAO,21,3,3.361096160792719e-5,LAO,Eastern and Southern Asia
LKA,21,3,1.5360003822615762e-5,LKA,Eastern and Southern Asia
MAC,21,3,1.579878973560431e-5,MAC,Eastern and Southern Asia
MDV,21,3,1.209053783370132e-5,MDV,Eastern and Southern Asia
MMR,21,3,2.249804890252633e-4,MMR,Eastern and Southern Asia
MNG,21,3,7.21264770455921e-5,MNG,Eastern and Southern Asia
MYS,21,3,3.8790257294975684e-4,MYS,Eastern and Southern Asia
NPL,21,3,3.0586200434411936e-4,NPL,Eastern and Southern Asia
PHL,21,3,1.128138963580392e-4,PHL,Eastern and Southern Asia
PNG,21,3,1.538546613166266e-4,PNG,Eastern and Southern Asia
PRK,21,3,2.61200089032803e-5,PRK,Eastern and Southern Asia
RUS,21,3,1.2418502195475363e-4,RUS,Eastern and Southern Asia
SGP,21,3,4.6217422579391e-5,SGP,Eastern and Southern Asia
THA,21,3,8.137664399278427e-5,THA,Eastern and Southern Asia
TLS,21,3,3.296533215394098e-5,TLS,Eastern and Southern Asia
VNM,21,3,1.2103718994040599e-5,VNM,Eastern and Southern Asia
JPN,21,3,1.0293025082360518e-5,JPN,Eastern and Southern Asia
TWN,21,3,7.980583136604356e-6,TWN,Eastern and Southern Asia
BGD,22,3,1.6419352859223734e-4,BGD,Eastern and Southern Asia
BRN,22,3,1.7275045813255716e-5,BRN,Eastern and Southern Asia
BTN,22,3,1.202160458412339e-4,BTN,Eastern and Southern Asia
CHN,22,3,2.5057712589296832e-5,CHN,Eastern and Southern Asia
HKG,22,3,1.499385247909264e-5,HKG,Eastern and Southern Asia
IDN,22,3,1.118807975562914e-4,IDN,Eastern and Southern Asia
IND,22,3,1.2176944786988527e-4,IND,Eastern and Southern Asia
KHM,22,3,2.206528692670629e-4,KHM,Eastern and Southern Asia
KOR,22,3,3.2902998098151952e-6,KOR,Eastern and Southern Asia
LAO,22,3,6.870884531671991e-5,LAO,Eastern and Southern Asia
LKA,22,3,4.794532585350665e-5,LKA,Eastern and Southern Asia
MAC,22,3,2.2036126738329135e-5,MAC,Eastern and Southern Asia
MDV,22,3,1.3482367498608887e-5,MDV,Eastern and Southern Asia
MMR,22,3,1.0774609724853959e-4,MMR,Eastern and Southern Asia
MNG,22,3,4.804735062532225e-5,MNG,Eastern and Southern Asia
MYS,22,3,4.520103686807249e-5,MYS,Eastern and Southern Asia
NPL,22,3,1.3394449539106347e-4,NPL,Eastern and Southern Asia
PHL,22,3,1.8671417729243428e-4,PHL,Eastern and Southern Asia
PNG,22,3,9.276707470684463e-5,PNG,Eastern and Southern Asia
PRK,22,3,3.3004202633796737e-5,PRK,Eastern and Southern Asia
RUS,22,3,9.302662454039866e-5,RUS,Eastern and Southern Asia
SGP,22,3,4.0933825946856084e-5,SGP,Eastern and Southern Asia
THA,22,3,6.710047667729763e-5,THA,Eastern and Southern Asia
TLS,22,3,7.339016723296255e-5,TLS,Eastern and Southern Asia
VNM,22,3,2.390998154767305e-5,VNM,Eastern and Southern Asia
JPN,22,3,9.416771182713918e-6,JPN,Eastern and Southern Asia
TWN,22,3,8.31472318479781e-6,TWN,Eastern and Southern Asia
BGD,23,3,2.078747856916385e-4,BGD,Eastern and Southern Asia
BRN,23,3,1.6102649895419523e-5,BRN,Eastern and Southern Asia
BTN,23,3,1.1250267577886935e-4,BTN,Eastern and Southern Asia
CHN,23,3,2.2109651547661938e-5,CHN,Eastern and Southern Asia
HKG,23,3,1.358202656309171e-5,HKG,Eastern and Southern Asia
IDN,23,3,5.186468775579409e-5,IDN,Eastern and Southern Asia
IND,23,3,5.473306140323271e-5,IND,Eastern and Southern Asia
KHM,23,3,7.144033014197296e-5,KHM,Eastern and Southern Asia
KOR,23,3,4.262731545652927e-6,KOR,Eastern and Southern Asia
LAO,23,3,1.1688324763273852e-4,LAO,Eastern and Southern Asia
LKA,23,3,4.001671274015313e-5,LKA,Eastern and Southern Asia
MAC,23,3,2.548833244914269e-5,MAC,Eastern and Southern Asia
MDV,23,3,2.9187099201963864e-5,MDV,Eastern and Southern Asia
MMR,23,3,3.080844837309836e-4,MMR,Eastern and Southern Asia
MNG,23,3,4.7497635723661595e-5,MNG,Eastern and Southern Asia
MYS,23,3,4.8221700434170224e-4,MYS,Eastern and Southern Asia
NPL,23,3,6.710161091945719e-5,NPL,Eastern and Southern Asia
PHL,23,3,1.6095537403416286e-4,PHL,Eastern and Southern Asia
PNG,23,3,8.71768465695709e-5,PNG,Eastern and Southern Asia
PRK,23,3,1.4144488265748155e-5,PRK,Eastern and Southern Asia
RUS,23,3,9.527456015649256e-5,RUS,Eastern and Southern Asia
SGP,23,3,4.684219173264096e-5,SGP,Eastern and Southern Asia
THA,23,3,7.85701101065221e-5,THA,Eastern and Southern Asia
TLS,23,3,1.1053047589635227e-4,TLS,Eastern and Southern Asia
VNM,23,3,2.5630083935959166e-5,VNM,Eastern and Southern Asia
JPN,23,3,1.005731519313566e-5,JPN,Eastern and Southern Asia
TWN,23,3,8.476375713512468e-6,TWN,Eastern and Southern Asia
BGD,24,3,3.963158099836703e-4,BGD,Eastern and Southern Asia
BRN,24,3,1.49847312896268e-5,BRN,Eastern and Southern Asia
BTN,24,3,1.26041407604164e-4,BTN,Eastern and Southern Asia
CHN,24,3,4.2103781487534244e-5,CHN,Eastern and Southern Asia
HKG,24,3,1.4779314724609882e-5,HKG,Eastern and Southern Asia
IDN,24,3,6.91869837452028e-5,IDN,Eastern and Southern Asia
IND,24,3,5.858998054264367e-5,IND,Eastern and Southern Asia
KHM,24,3,1.4091960682671467e-4,KHM,Eastern and Southern Asia
KOR,24,3,4.210028210926428e-6,KOR,Eastern and Southern Asia
LAO,24,3,3.0760831415319854e-05,LAO,Eastern and Southern Asia
LKA,24,3,7.678458886251149e-5,LKA,Eastern and Southern Asia
MAC,24,3,2.2285292878957554e-5,MAC,Eastern and Southern Asia
MDV,24,3,2.0688507096839616e-5,MDV,Eastern and Southern Asia
MMR,24,3,1.6092666512936945e-4,MMR,Eastern and Southern Asia
MNG,24,3,6.853429427529209e-5,MNG,Eastern and Southern Asia
MYS,24,3,2.0570467530453776e-4,MYS,Eastern and Southern Asia
NPL,24,3,1.1161272259334187e-4,NPL,Eastern and Southern Asia
PHL,24,3,8.963638101522674e-5,PHL,Eastern and Southern Asia
PNG,24,3,1.0141622053032735e-4,PNG,Eastern and Southern Asia
PRK,24,3,2.482800833259376e-5,PRK,Eastern and Southern Asia
RUS,24,3,1.7585562879371297e-4,RUS,Eastern and Southern Asia
SGP,24,3,5.143978028375556e-5,SGP,Eastern and Southern Asia
THA,24,3,4.4487013341615745e-5,THA,Eastern and Southern Asia
TLS,24,3,5.456233057624225e-6,TLS,Eastern and Southern Asia
VNM,24,3,7.252952523016245e-5,VNM,Eastern and Southern Asia
JPN,24,3,8.653165577510861e-6,JPN,Eastern and Southern Asia
TWN,24,3,5.671035849607521e-6,TWN,Eastern and Southern Asia
BGD,25,3,1.6747114032109644e-4,BGD,Eastern and Southern Asia
BRN,25,3,3.738222165282871e-5,BRN,Eastern and Southern Asia
BTN,25,3,2.440185165062714e-4,BTN,Eastern and Southern Asia
CHN,25,3,2.4430572548117747e-5,CHN,Eastern and Southern Asia
HKG,25,3,1.2382534458018123e-5,HKG,Eastern and Southern Asia
IDN,25,3,5.3904649682813086e-5,IDN,Eastern and Southern Asia
IND,25,3,7.778460424852109e-5,IND,Eastern and Southern Asia
KHM,25,3,1.0861910553717618e-4,KHM,Eastern and Southern Asia
KOR,25,3,5.859262289578856e-6,KOR,Eastern and Southern Asia
LAO,25,3,1.7457823757490148e-4,LAO,Eastern and Southern Asia
LKA,25,3,4.4715171863706936e-5,LKA,Eastern and Southern Asia
MAC,25,3,1.9689028180850398e-5,MAC,Eastern and Southern Asia
MDV,25,3,4.6609717769299245e-6,MDV,Eastern and Southern Asia
MMR,25,3,3.0935796415201306e-5,MMR,Eastern and Southern Asia
MNG,25,3,2.6489684102632706e-5,MNG,Eastern and Southern Asia
MYS,25,3,5.775341856668817e-5,MYS,Eastern and Southern Asia
NPL,25,3,1.3991785490217166e-4,NPL,Eastern and Southern Asia
PHL,25,3,1.468542444934259e-4,PHL,Eastern and Southern Asia
PNG,25,3,3.6223572215482e-5,PNG,Eastern and Southern Asia
PRK,25,3,3.499515757445852e-5,PRK,Eastern and Southern Asia
RUS,25,3,2.168371793297304e-4,RUS,Eastern and Southern Asia
SGP,25,3,4.742878254521206e-5,SGP,Eastern and Southern Asia
THA,25,3,1.245848652623204e-4,THA,Eastern and Southern Asia
TLS,25,3,1.6697676153826238e-4,TLS,Eastern and Southern Asia
VNM,25,3,2.733365678250034e-5,VNM,Eastern and Southern Asia
JPN,25,3,1.0564258207299679e-5,JPN,Eastern and Southern Asia
TWN,25,3,7.345958198550575e-6,TWN,Eastern and Southern Asia
BGD,26,3,9.249241798542558e-5,BGD,Eastern and Southern Asia
BRN,26,3,2.8248177476321892e-5,BRN,Eastern and Southern Asia
BTN,26,3,1.0438410231456205e-4,BTN,Eastern and Southern Asia
CHN,26,3,1.9834532310088122e-5,CHN,Eastern and Southern Asia
HKG,26,3,1.1157252619853786e-5,HKG,Eastern and Southern Asia
IDN,26,3,2.4309051126807706e-4,IDN,Eastern and Southern Asia
IND,26,3,7.360639483061255e-5,IND,Eastern and Southern Asia
KHM,26,3,1.4319566397002587e-4,KHM,Eastern and Southern Asia
KOR,26,3,6.891061063225686e-6,KOR,Eastern and Southern Asia
LAO,26,3,4.912132388197551e-5,LAO,Eastern and Southern Asia
LKA,26,3,2.984910082516471e-5,LKA,Eastern and Southern Asia
MAC,26,3,1.162355372870859e-5,MAC,Eastern and Southern Asia
MDV,26,3,2.789124054115001e-5,MDV,Eastern and Southern Asia
MMR,26,3,2.1695350147660957e-4,MMR,Eastern and Southern Asia
MNG,26,3,9.707739695009342e-5,MNG,Eastern and Southern Asia
MYS,26,3,4.073700288212133e-4,MYS,Eastern and Southern Asia
NPL,26,3,9.697771824144554e-5,NPL,Eastern and Southern Asia
PHL,26,3,1.661729338014003e-4,PHL,Eastern and Southern Asia
PNG,26,3,1.5519763855333815e-4,PNG,Eastern and Southern Asia
PRK,26,3,7.588864387092049e-5,PRK,Eastern and Southern Asia
RUS,26,3,7.745668535238091e-5,RUS,Eastern and Southern Asia
SGP,26,3,4.203240513209834e-5,SGP,Eastern and Southern Asia
THA,26,3,3.712709959898357e-5,THA,Eastern and Southern Asia
TLS,26,3,1.2582444741663227e-4,TLS,Eastern and Southern Asia
VNM,26,3,9.035430835862277e-6,VNM,Eastern and Southern Asia
JPN,26,3,9.748217450353112e-6,JPN,Eastern and Southern Asia
TWN,26,3,8.14696201887682e-6,TWN,Eastern and Southern Asia
BGD,27,3,1.272708164947256e-4,BGD,Eastern and Southern Asia
BRN,27,3,3.689585168205675e-5,BRN,Eastern and Southern Asia
BTN,27,3,2.1667293453848338e-4,BTN,Eastern and Southern Asia
CHN,27,3,2.9467594027889453e-5,CHN,Eastern and Southern Asia
HKG,27,3,1.3199800836150983e-5,HKG,Eastern and Southern Asia
IDN,27,3,6.28081295379323e-5,IDN,Eastern and Southern Asia
IND,27,3,4.787825172249774e-5,IND,Eastern and Southern Asia
KHM,27,3,2.302032846023382e-4,KHM,Eastern and Southern Asia
KOR,27,3,6.642161094004185e-6,KOR,Eastern and Southern Asia
LAO,27,3,1.428359631994779e-4,LAO,Eastern and Southern Asia
LKA,27,3,1.3545650364932553e-4,LKA,Eastern and Southern Asia
MAC,27,3,1.608106514249334e-5,MAC,Eastern and Southern Asia
MDV,27,3,8.257045617040343e-5,MDV,Eastern and Southern Asia
MMR,27,3,2.2085827381021733e-4,MMR,Eastern and Southern Asia
MNG,27,3,3.9062344403354766e-5,MNG,Eastern and Southern Asia
MYS,27,3,9.172846153567788e-5,MYS,Eastern and Southern Asia
NPL,27,3,8.664668473960784e-5,NPL,Eastern and Southern Asia
PHL,27,3,2.04079581287991e-4,PHL,Eastern and Southern Asia
PNG,27,3,5.7060669190725686e-5,PNG,Eastern and Southern Asia
PRK,27,3,6.764311444385634e-5,PRK,Eastern and Southern Asia
RUS,27,3,4.9868547419144585e-5,RUS,Eastern and Southern Asia
SGP,27,3,4.761623615991432e-5,SGP,Eastern and Southern Asia
THA,27,3,8.125164579719705e-5,THA,Eastern and Southern Asia
TLS,27,3,2.4898155980490854e-5,TLS,Eastern and Southern Asia
VNM,27,3,2.3508717418717806e-5,VNM,Eastern and Southern Asia
JPN,27,3,8.658122009481075e-6,JPN,Eastern and Southern Asia
TWN,27,3,9.172368391472072e-6,TWN,Eastern and Southern Asia
BGD,28,3,1.283212424621583e-4,BGD,Eastern and Southern Asia
BRN,28,3,5.926803082836916e-6,BRN,Eastern and Southern Asia
BTN,28,3,2.5173193183194455e-4,BTN,Eastern and Southern Asia
CHN,28,3,3.194111191415348e-5,CHN,Eastern and Southern Asia
HKG,28,3,1.3984268324575473e-5,HKG,Eastern and Southern Asia
IDN,28,3,2.8798388091176082e-5,IDN,Eastern and Southern Asia
IND,28,3,8.89412108758248e-5,IND,Eastern and Southern Asia
KHM,28,3,1.9912127677718862e-4,KHM,Eastern and Southern Asia
KOR,28,3,3.421800653221827e-6,KOR,Eastern and Southern Asia
LAO,28,3,8.542163024772914e-5,LAO,Eastern and Southern Asia
LKA,28,3,1.1819582108920133e-5,LKA,Eastern and Southern Asia
MAC,28,3,9.416993999509402e-6,MAC,Eastern and Southern Asia
MDV,28,3,4.8211255185920886e-5,MDV,Eastern and Southern Asia
MMR,28,3,4.5550433660161287e-4,MMR,Eastern and Southern Asia
MNG,28,3,7.654681837781333e-5,MNG,Eastern and Southern Asia
MYS,28,3,3.981156772611829e-4,MYS,Eastern and Southern Asia
NPL,28,3,2.3809367817182435e-5,NPL,Eastern and Southern Asia
PHL,28,3,1.3157050789513802e-4,PHL,Eastern and Southern Asia
PNG,28,3,5.707227766485503e-5,PNG,Eastern and Southern Asia
PRK,28,3,1.5311722941283426e-5,PRK,Eastern and Southern Asia
RUS,28,3,9.601156083281201e-5,RUS,Eastern and Southern Asia
SGP,28,3,4.747089294830475e-5,SGP,Eastern and Southern Asia
THA,28,3,1.0311614362693728e-4,THA,Eastern and Southern Asia
TLS,28,3,4.379985665463354e-5,TLS,Eastern and Southern Asia
VNM,28,3,6.472063126958958e-5,VNM,Eastern and Southern Asia
JPN,28,3,1.277388247398129e-5,JPN,Eastern and Southern Asia
TWN,28,3,1.0788528586692113e-5,TWN,Eastern and Southern Asia
BGD,29,3,1.0007107373847671e-4,BGD,Eastern and Southern Asia
BRN,29,3,1.1012731415732522e-5,BRN,Eastern and Southern Asia
BTN,29,3,2.917840053700565e-7,BTN,Eastern and Southern Asia
CHN,29,3,3.1324813409127096e-5,CHN,Eastern and Southern Asia
HKG,29,3,1.3869510542895509e-5,HKG,Eastern and Southern Asia
IDN,29,3,8.677655464678637e-5,IDN,Eastern and Southern Asia
IND,29,3,7.842142474784981e-5,IND,Eastern and Southern Asia
KHM,29,3,1.5386087377153356e-4,KHM,Eastern and Southern Asia
KOR,29,3,3.3298906179855083e-6,KOR,Eastern and Southern Asia
LAO,29,3,2.3878176613214227e-5,LAO,Eastern and Southern Asia
LKA,29,3,2.663450257371086e-5,LKA,Eastern and Southern Asia
MAC,29,3,2.8070059207319793e-5,MAC,Eastern and Southern Asia
MDV,29,3,4.306467420477733e-6,MDV,Eastern and Southern Asia
MMR,29,3,1.6371631039456105e-4,MMR,Eastern and Southern Asia
MNG,29,3,6.069407982519441e-5,MNG,Eastern and Southern Asia
MYS,29,3,1.2284966471795124e-4,MYS,Eastern and Southern Asia
NPL,29,3,5.439085238396428e-4,NPL,Eastern and Southern Asia
PHL,29,3,1.7570560844238769e-4,PHL,Eastern and Southern Asia
PNG,29,3,9.450725262404987e-5,PNG,Eastern and Southern Asia
PRK,29,3,4.19682645376286e-5,PRK,Eastern and Southern Asia
RUS,29,3,1.580478198149731e-4,RUS,Eastern and Southern Asia
SGP,29,3,4.327991618236821e-5,SGP,Eastern and Southern Asia
THA,29,3,4.1351547964942116e-5,THA,Eastern and Southern Asia
TLS,29,3,7.551764727292362e-5,TLS,Eastern and Southern Asia
VNM,29,3,1.4957620754801996e-5,VNM,Eastern and Southern Asia
JPN,29,3,9.731592812048093e-6,JPN,Eastern and Southern Asia
TWN,29,3,9.865779217139107e-6,TWN,Eastern and Southern Asia
BGD,30,3,7.6844114390207e-5,BGD,Eastern and Southern Asia
BRN,30,3,2.98630102524683e-5,BRN,Eastern and Southern Asia
BTN,30,3,3.272112152403791e-5,BTN,Eastern and Southern Asia
CHN,30,3,2.8995542772315414e-5,CHN,Eastern and Southern Asia
HKG,30,3,1.3673687673991762e-5,HKG,Eastern and Southern Asia
IDN,30,3,4.330305029078748e-4,IDN,Eastern and Southern Asia
IND,30,3,9.559454157425082e-5,IND,Eastern and Southern Asia
KHM,30,3,2.7751780727911646e-4,KHM,Eastern and Southern Asia
KOR,30,3,3.953877543187754e-6,KOR,Eastern and Southern Asia
LAO,30,3,1.5429747367603662e-4,LAO,Eastern and Southern Asia
LKA,30,3,3.7895662123296934e-05,LKA,Eastern and Southern Asia
MAC,30,3,1.7845601529573415e-5,MAC,Eastern and Southern Asia
MDV,30,3,1.0988325132868728e-5,MDV,Eastern and Southern Asia
MMR,30,3,1.623621030792746e-4,MMR,Eastern and Southern Asia
MNG,30,3,5.6025820943476996e-5,MNG,Eastern and Southern Asia
MYS,30,3,1.8848131928833796e-4,MYS,Eastern and Southern Asia
NPL,30,3,2.3699817604857986e-4,NPL,Eastern and Southern Asia
PHL,30,3,1.3160053882018622e-4,PHL,Eastern and Southern Asia
PNG,30,3,5.288477987169922e-5,PNG,Eastern and Southern Asia
PRK,30,3,3.999988321695708e-5,PRK,Eastern and Southern Asia
RUS,30,3,5.4915528805794704e-5,RUS,Eastern and Southern Asia
SGP,30,3,4.044568876523524e-5,SGP,Eastern and Southern Asia
THA,30,3,5.512082210847712e-5,THA,Eastern and Southern Asia
TLS,30,3,8.249910852004237e-5,TLS,Eastern and Southern Asia
VNM,30,3,3.7073643189380854e-5,VNM,Eastern and Southern Asia
JPN,30,3,6.632049869934163e-6,JPN,Eastern and Southern Asia
TWN,30,3,6.215950684593682e-6,TWN,Eastern and Southern Asia
BGD,31,3,2.600800829800914e-4,BGD,Eastern and Southern Asia
BRN,31,3,1.1236244085686988e-5,BRN,Eastern and Southern Asia
BTN,31,3,3.561831630124345e-5,BTN,Eastern and Southern Asia
CHN,31,3,3.5361051059016426e-5,CHN,Eastern and Southern Asia
HKG,31,3,1.4258655523290051e-5,HKG,Eastern and Southern Asia
IDN,31,3,2.432098065298007e-4,IDN,Eastern and Southern Asia
IND,31,3,7.825278094575688e-5,IND,Eastern and Southern Asia
KHM,31,3,2.472115206359875e-4,KHM,Eastern and Southern Asia
KOR,31,3,3.5519889563830425e-6,KOR,Eastern and Southern Asia
LAO,31,3,6.264292144781356e-5,LAO,Eastern and Southern Asia
LKA,31,3,8.759960705196403e-5,LKA,Eastern and Southern Asia
MAC,31,3,3.777397066332119e-5,MAC,Eastern and Southern Asia
MDV,31,3,3.3287193943565636e-5,MDV,Eastern and Southern Asia
MMR,31,3,1.2906342809758286e-4,MMR,Eastern and Southern Asia
MNG,31,3,1.3993440578516811e-4,MNG,Eastern and Southern Asia
MYS,31,3,3.0341014504179216e-5,MYS,Eastern and Southern Asia
NPL,31,3,2.5363581557982177e-4,NPL,Eastern and Southern Asia
PHL,31,3,2.0956788007909396e-4,PHL,Eastern and Southern Asia
PNG,31,3,6.395759139144852e-5,PNG,Eastern and Southern Asia
PRK,31,3,8.099882017161041e-5,PRK,Eastern and Southern Asia
RUS,31,3,7.250323576651794e-5,RUS,Eastern and Southern Asia
SGP,31,3,4.687918583218937e-5,SGP,Eastern and Southern Asia
THA,31,3,8.19854282010441e-5,THA,Eastern and Southern Asia
TLS,31,3,1.54052454922564e-4,TLS,Eastern and Southern Asia
VNM,31,3,2.3720033544391013e-5,VNM,Eastern and Southern Asia
JPN,31,3,8.96790521099572e-6,JPN,Eastern and Southern Asia
TWN,31,3,7.626084269098784e-6,TWN,Eastern and Southern Asia
BGD,32,3,3.405010663261104e-5,BGD,Eastern and Southern Asia
BRN,32,3,2.5998594044142857e-5,BRN,Eastern and Southern Asia
BTN,32,3,1.0573418696061734e-4,BTN,Eastern and Southern Asia
CHN,32,3,2.015084856425794e-5,CHN,Eastern and Southern Asia
HKG,32,3,1.1806125765355809e-5,HKG,Eastern and Southern Asia
IDN,32,3,1.2379909131398885e-4,IDN,Eastern and Southern Asia
IND,32,3,1.5148503553531466e-4,IND,Eastern and Southern Asia
KHM,32,3,4.8337799795714874e-5,KHM,Eastern and Southern Asia
KOR,32,3,6.045600993426762e-6,KOR,Eastern and Southern Asia
LAO,32,3,7.630556373718e-5,LAO,Eastern and Southern Asia
LKA,32,3,2.6174622533646348e-5,LKA,Eastern and Southern Asia
MAC,32,3,1.1634489546829961e-5,MAC,Eastern and Southern Asia
MDV,32,3,8.620146861691467e-6,MDV,Eastern and Southern Asia
MMR,32,3,2.441642977062132e-5,MMR,Eastern and Southern Asia
MNG,32,3,5.2883045683676265e-5,MNG,Eastern and Southern Asia
MYS,32,3,1.0889987239803188e-4,MYS,Eastern and Southern Asia
NPL,32,3,1.1231438884137649e-4,NPL,Eastern and Southern Asia
PHL,32,3,2.823574224476371e-4,PHL,Eastern and Southern Asia
PNG,32,3,9.701581842248899e-5,PNG,Eastern and Southern Asia
PRK,32,3,4.006906984314427e-5,PRK,Eastern and Southern Asia
RUS,32,3,8.150205768686319e-5,RUS,Eastern and Southern Asia
SGP,32,3,5.1249270818336754e-5,SGP,Eastern and Southern Asia
THA,32,3,5.1408435672746015e-5,THA,Eastern and Southern Asia
TLS,32,3,5.576560338234329e-5,TLS,Eastern and Southern Asia
VNM,32,3,8.23543170597167e-6,VNM,Eastern and Southern Asia
JPN,32,3,8.22064126971495e-6,JPN,Eastern and Southern Asia
TWN,32,3,8.542827358140409e-6,TWN,Eastern and Southern Asia
BGD,33,3,5.787383617109308e-4,BGD,Eastern and Southern Asia
BRN,33,3,4.413450843517943e-5,BRN,Eastern and Southern Asia
BTN,33,3,8.952946995960133e-5,BTN,Eastern and Southern Asia
CHN,33,3,1.962604236361346e-5,CHN,Eastern and Southern Asia
HKG,33,3,1.2910447925207042e-5,HKG,Eastern and Southern Asia
IDN,33,3,2.4308091345708264e-4,IDN,Eastern and Southern Asia
IND,33,3,1.0245167522341831e-4,IND,Eastern and Southern Asia
KHM,33,3,5.603604079746797e-5,KHM,Eastern and Southern Asia
KOR,33,3,3.863796830539341e-6,KOR,Eastern and Southern Asia
LAO,33,3,6.773488962554567e-5,LAO,Eastern and Southern Asia
LKA,33,3,1.4433744494213202e-5,LKA,Eastern and Southern Asia
MAC,33,3,1.195729920214224e-5,MAC,Eastern and Southern Asia
MDV,33,3,9.581891308551767e-7,MDV,Eastern and Southern Asia
MMR,33,3,3.147376892167637e-5,MMR,Eastern and Southern Asia
MNG,33,3,9.706215350678926e-5,MNG,Eastern and Southern Asia
MYS,33,3,8.252427703121993e-5,MYS,Eastern and Southern Asia
NPL,33,3,5.191006889620274e-4,NPL,Eastern and Southern Asia
PHL,33,3,1.1323791666627937e-4,PHL,Eastern and Southern Asia
PNG,33,3,2.6460877146780945e-4,PNG,Eastern and Southern Asia
PRK,33,3,2.064909641154672e-5,PRK,Eastern and Southern Asia
RUS,33,3,8.875879455986793e-5,RUS,Eastern and Southern Asia
SGP,33,3,4.8927930949333865e-5,SGP,Eastern and Southern Asia
