country,ISO_YEAR,ISO_WEEK,ISO_WEEKSTARTDATE,cluster_name,STRAIN,metasource,SPEC_PROCESSED_NB,orig_value,lag_val,lead_val,value,flu_peak,over_peak,flu_included,over_inclusion,flu_end,over_end_thresh,start_end_vec,seq,epidem_inclusion,epid_index
Argentina,2010,1,2010-01-04,Southern America,INF_A,NONSENT,445,4,NA,21,12.5,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,1,0,0
Argentina,2010,2,2010-01-11,Southern America,INF_A,NONSENT,434,21,4,6,10.333333333333334,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,TRUE,1,0,0
Argentina,2010,3,2010-01-18,Southern America,INF_A,NONSENT,427,6,21,1,9.333333333333334,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,TRUE,1,0,0
Argentina,2010,4,2010-01-25,Southern America,INF_A,NONSENT,298,1,6,4,3.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,5,2010-02-01,Southern America,INF_A,NONSENT,415,4,1,0,1.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,6,2010-02-08,Southern America,INF_A,NONSENT,410,0,4,3,2.3333333333333335,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,7,2010-02-15,Southern America,INF_A,NONSENT,420,3,0,1,1.3333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,8,2010-02-22,Southern America,INF_A,NONSENT,430,1,3,0,1.3333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,9,2010-03-01,Southern America,INF_A,NONSENT,485,0,1,2,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,10,2010-03-08,Southern America,INF_A,NONSENT,553,2,0,0,0.6666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,11,2010-03-15,Southern America,INF_A,NONSENT,709,0,2,6,2.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,12,2010-03-22,Southern America,INF_A,NONSENT,804,6,0,6,4,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,13,2010-03-29,Southern America,INF_A,NONSENT,772,6,6,6,6,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,14,2010-04-05,Southern America,INF_A,NONSENT,1190,6,6,6,6,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,15,2010-04-12,Southern America,INF_A,NONSENT,1261,6,6,8,6.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,16,2010-04-19,Southern America,INF_A,NONSENT,1635,8,6,7,7,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,17,2010-04-26,Southern America,INF_A,NONSENT,1721,7,8,6,7,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,18,2010-05-03,Southern America,INF_A,NONSENT,2114,6,7,7,6.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,19,2010-05-10,Southern America,INF_A,NONSENT,2313,7,6,1,4.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,20,2010-05-17,Southern America,INF_A,NONSENT,2510,1,7,0,2.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,21,2010-05-24,Southern America,INF_A,NONSENT,2442,0,1,3,1.3333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,22,2010-05-31,Southern America,INF_A,NONSENT,3039,3,0,0,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,23,2010-06-07,Southern America,INF_A,NONSENT,3378,0,3,0,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,24,2010-06-14,Southern America,INF_A,NONSENT,3500,0,0,0,0,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,25,2010-06-21,Southern America,INF_A,NONSENT,2935,0,0,1,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,26,2010-06-28,Southern America,INF_A,NONSENT,2975,1,0,5,2,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,27,2010-07-05,Southern America,INF_A,NONSENT,2280,5,1,0,2,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,28,2010-07-12,Southern America,INF_A,NONSENT,2574,0,5,7,4,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,29,2010-07-19,Southern America,INF_A,NONSENT,2321,7,0,1,2.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,30,2010-07-26,Southern America,INF_A,NONSENT,2206,1,7,0,2.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,31,2010-08-02,Southern America,INF_A,NONSENT,1748,0,1,3,1.3333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,32,2010-08-09,Southern America,INF_A,NONSENT,1810,3,0,2,1.6666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,33,2010-08-16,Southern America,INF_A,NONSENT,1691,2,3,3,2.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,34,2010-08-23,Southern America,INF_A,NONSENT,1857,3,2,6,3.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,35,2010-08-30,Southern America,INF_A,NONSENT,1548,6,3,8,5.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2010,36,2010-09-06,Southern America,INF_A,NONSENT,1235,8,6,16,10,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,TRUE,2,1,1
Argentina,2010,37,2010-09-13,Southern America,INF_A,NONSENT,1179,16,8,28,17.333333333333332,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,38,2010-09-20,Southern America,INF_A,NONSENT,1281,28,16,58,34,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,39,2010-09-27,Southern America,INF_A,NONSENT,1262,58,28,106,64,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,40,2010-10-04,Southern America,INF_A,NONSENT,1394,106,58,276,146.66666666666666,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,41,2010-10-11,Southern America,INF_A,NONSENT,1351,276,106,278,220,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,42,2010-10-18,Southern America,INF_A,NONSENT,1522,278,276,89,214.33333333333334,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,43,2010-10-25,Southern America,INF_A,NONSENT,988,89,278,58,141.66666666666666,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,44,2010-11-01,Southern America,INF_A,NONSENT,857,58,89,25,57.333333333333336,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,45,2010-11-08,Southern America,INF_A,NONSENT,656,25,58,31,38,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,46,2010-11-15,Southern America,INF_A,NONSENT,766,31,25,26,27.333333333333332,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,47,2010-11-22,Southern America,INF_A,NONSENT,802,26,31,39,32,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,48,2010-11-29,Southern America,INF_A,NONSENT,448,39,26,19,28,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,49,2010-12-06,Southern America,INF_A,NONSENT,177,19,39,20,26,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,50,2010-12-13,Southern America,INF_A,NONSENT,519,20,19,15,18,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,51,2010-12-20,Southern America,INF_A,NONSENT,279,15,20,1,12,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,2,1,1
Argentina,2010,52,2010-12-27,Southern America,INF_A,NONSENT,239,1,15,10,8.666666666666666,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,1,2011-01-03,Southern America,INF_A,NONSENT,492,10,1,13,8,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,2,2011-01-10,Southern America,INF_A,NONSENT,432,13,10,8,10.333333333333334,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,TRUE,3,0,0
Argentina,2011,3,2011-01-17,Southern America,INF_A,NONSENT,412,8,13,11,10.666666666666666,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,TRUE,3,0,0
Argentina,2011,4,2011-01-24,Southern America,INF_A,NONSENT,444,11,8,4,7.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,5,2011-01-31,Southern America,INF_A,NONSENT,400,4,11,4,6.333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,6,2011-02-07,Southern America,INF_A,NONSENT,336,4,4,9,5.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,7,2011-02-14,Southern America,INF_A,NONSENT,421,9,4,3,5.333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,8,2011-02-21,Southern America,INF_A,NONSENT,331,3,9,5,5.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,9,2011-02-28,Southern America,INF_A,NONSENT,343,5,3,0,2.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,10,2011-03-07,Southern America,INF_A,NONSENT,352,0,5,0,1.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,11,2011-03-14,Southern America,INF_A,NONSENT,588,0,0,0,0,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,12,2011-03-21,Southern America,INF_A,NONSENT,409,0,0,0,0,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,13,2011-03-28,Southern America,INF_A,NONSENT,576,0,0,1,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,14,2011-04-04,Southern America,INF_A,NONSENT,735,1,0,1,0.6666666666666666,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,15,2011-04-11,Southern America,INF_A,NONSENT,757,1,1,0,0.6666666666666666,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,16,2011-04-18,Southern America,INF_A,NONSENT,703,0,1,0,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,17,2011-04-25,Southern America,INF_A,NONSENT,1260,0,0,2,0.6666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,18,2011-05-02,Southern America,INF_A,NONSENT,1433,2,0,9,3.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,19,2011-05-09,Southern America,INF_A,NONSENT,1640,9,2,11,7.333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,20,2011-05-16,Southern America,INF_A,NONSENT,2039,11,9,15,11.666666666666666,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,21,2011-05-23,Southern America,INF_A,NONSENT,1955,15,11,28,18,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,22,2011-05-30,Southern America,INF_A,NONSENT,2275,28,15,33,25.333333333333332,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,23,2011-06-06,Southern America,INF_A,NONSENT,2915,33,28,55,38.666666666666664,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,24,2011-06-13,Southern America,INF_A,NONSENT,3082,55,33,71,53,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,25,2011-06-20,Southern America,INF_A,NONSENT,2751,71,55,62,62.666666666666664,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,26,2011-06-27,Southern America,INF_A,NONSENT,3109,62,71,131,88,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,27,2011-07-04,Southern America,INF_A,NONSENT,3091,131,62,197,130,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,28,2011-07-11,Southern America,INF_A,NONSENT,3278,197,131,205,177.66666666666666,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,29,2011-07-18,Southern America,INF_A,NONSENT,2898,205,197,166,189.33333333333334,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,30,2011-07-25,Southern America,INF_A,NONSENT,2553,166,205,114,161.66666666666666,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,31,2011-08-01,Southern America,INF_A,NONSENT,2094,114,166,126,135.33333333333334,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,32,2011-08-08,Southern America,INF_A,NONSENT,1980,126,114,125,121.66666666666667,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,33,2011-08-15,Southern America,INF_A,NONSENT,1882,125,126,114,121.66666666666667,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,34,2011-08-22,Southern America,INF_A,NONSENT,1594,114,125,137,125.33333333333333,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,35,2011-08-29,Southern America,INF_A,NONSENT,1731,137,114,108,119.66666666666667,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,36,2011-09-05,Southern America,INF_A,NONSENT,1786,108,137,104,116.33333333333333,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,37,2011-09-12,Southern America,INF_A,NONSENT,1717,104,108,97,103,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,38,2011-09-19,Southern America,INF_A,NONSENT,1305,97,104,57,86,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,39,2011-09-26,Southern America,INF_A,NONSENT,1021,57,97,36,63.333333333333336,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,40,2011-10-03,Southern America,INF_A,NONSENT,947,36,57,10,34.333333333333336,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,41,2011-10-10,Southern America,INF_A,NONSENT,931,10,36,16,20.666666666666668,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,42,2011-10-17,Southern America,INF_A,NONSENT,1086,16,10,7,11,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,4,1,2
Argentina,2011,43,2011-10-24,Southern America,INF_A,NONSENT,1002,7,16,5,9.333333333333334,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,44,2011-10-31,Southern America,INF_A,NONSENT,870,5,7,2,4.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,45,2011-11-07,Southern America,INF_A,NONSENT,827,2,5,3,3.3333333333333335,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,46,2011-11-14,Southern America,INF_A,NONSENT,752,3,2,2,2.3333333333333335,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,47,2011-11-21,Southern America,INF_A,NONSENT,592,2,3,0,1.6666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,48,2011-11-28,Southern America,INF_A,NONSENT,470,0,2,3,1.6666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,49,2011-12-05,Southern America,INF_A,NONSENT,438,3,0,1,1.3333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,50,2011-12-12,Southern America,INF_A,NONSENT,602,1,3,0,1.3333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,51,2011-12-19,Southern America,INF_A,NONSENT,334,0,1,0,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2011,52,2011-12-26,Southern America,INF_A,NONSENT,159,0,0,0,0,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,1,2012-01-02,Southern America,INF_A,NONSENT,695,0,0,0,0,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,2,2012-01-09,Southern America,INF_A,NONSENT,667,0,0,0,0,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,3,2012-01-16,Southern America,INF_A,NONSENT,636,0,0,1,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,4,2012-01-23,Southern America,INF_A,NONSENT,598,1,0,1,0.6666666666666666,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,5,2012-01-30,Southern America,INF_A,NONSENT,517,1,1,1,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,6,2012-02-06,Southern America,INF_A,NONSENT,525,1,1,1,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,7,2012-02-13,Southern America,INF_A,NONSENT,458,1,1,1,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,8,2012-02-20,Southern America,INF_A,NONSENT,397,1,1,6,2.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,9,2012-02-27,Southern America,INF_A,NONSENT,512,6,1,0,2.3333333333333335,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,10,2012-03-05,Southern America,INF_A,NONSENT,713,0,6,2,2.6666666666666665,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,11,2012-03-12,Southern America,INF_A,NONSENT,790,2,0,0,0.6666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,12,2012-03-19,Southern America,INF_A,NONSENT,871,0,2,1,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,13,2012-03-26,Southern America,INF_A,NONSENT,824,1,0,0,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,14,2012-04-02,Southern America,INF_A,NONSENT,506,0,1,1,0.6666666666666666,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,15,2012-04-09,Southern America,INF_A,NONSENT,852,1,0,2,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,16,2012-04-16,Southern America,INF_A,NONSENT,818,2,1,1,1.3333333333333333,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,17,2012-04-23,Southern America,INF_A,NONSENT,931,1,2,0,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,18,2012-04-30,Southern America,INF_A,NONSENT,849,0,1,0,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,19,2012-05-07,Southern America,INF_A,NONSENT,1313,0,0,1,0.33333333333333337,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,20,2012-05-14,Southern America,INF_A,NONSENT,1613,1,0,2,1,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,21,2012-05-21,Southern America,INF_A,NONSENT,1789,2,1,4,2.3333333333333335,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,22,2012-05-28,Southern America,INF_A,NONSENT,2572,4,2,6,4,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,23,2012-06-04,Southern America,INF_A,NONSENT,3058,6,4,8,6,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,24,2012-06-11,Southern America,INF_A,NONSENT,3305,8,6,7,7,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,25,2012-06-18,Southern America,INF_A,NONSENT,2975,7,8,8,7.666666666666667,63.333333333333336,FALSE,8,FALSE,10.666666666666666,FALSE,FALSE,0,0,0
Argentina,2012,26,2012-06-25,Southern America,INF_A,NONSENT,3333,8,7,10,8.333333333333334,63.333333333333336,FALSE,8,TRUE,10.666666666666666,FALSE,TRUE,5,1,3
Argentina,2012,27,2012-07-02,Southern America,INF_A,NONSENT,2652,10,8,32,16.666666666666668,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,28,2012-07-09,Southern America,INF_A,NONSENT,2584,32,10,25,22.333333333333332,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,29,2012-07-16,Southern America,INF_A,NONSENT,2574,25,32,54,37,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,30,2012-07-23,Southern America,INF_A,NONSENT,2279,54,25,53,44,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,31,2012-07-30,Southern America,INF_A,NONSENT,2025,53,54,64,57,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,32,2012-08-06,Southern America,INF_A,NONSENT,1899,64,53,118,78.33333333333333,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,33,2012-08-13,Southern America,INF_A,NONSENT,1992,118,64,137,106.33333333333333,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,34,2012-08-20,Southern America,INF_A,NONSENT,1958,137,118,160,138.33333333333334,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,35,2012-08-27,Southern America,INF_A,NONSENT,1983,160,137,193,163.33333333333334,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,36,2012-09-03,Southern America,INF_A,NONSENT,1786,193,160,177,176.66666666666666,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,37,2012-09-10,Southern America,INF_A,NONSENT,1945,177,193,145,171.66666666666666,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,38,2012-09-17,Southern America,INF_A,NONSENT,1782,145,177,126,149.33333333333334,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,39,2012-09-24,Southern America,INF_A,NONSENT,1736,126,145,100,123.66666666666667,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,40,2012-10-01,Southern America,INF_A,NONSENT,1655,100,126,78,101.33333333333333,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,41,2012-10-08,Southern America,INF_A,NONSENT,1359,78,100,80,86,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,42,2012-10-15,Southern America,INF_A,NONSENT,1314,80,78,61,73,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,43,2012-10-22,Southern America,INF_A,NONSENT,1190,61,80,71,70.66666666666667,63.333333333333336,TRUE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,44,2012-10-29,Southern America,INF_A,NONSENT,1145,71,61,39,57,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,45,2012-11-05,Southern America,INF_A,NONSENT,898,39,71,41,50.333333333333336,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,46,2012-11-12,Southern America,INF_A,NONSENT,806,41,39,19,33,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
Argentina,2012,47,2012-11-19,Southern America,INF_A,NONSENT,732,19,41,30,30,63.333333333333336,FALSE,8,TRUE,10.666666666666666,TRUE,TRUE,5,1,3
