exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback
GHA,2,2010,TRUE,TRUE,FALSE,TRUE,1,GHAA100118,INF_A,110,01,18,0.6101508130295908,0.06110832633371446,3002.108894473025,2.6389152045251066e-4,68,147
GHA,3,2019,FALSE,TRUE,FALSE,TRUE,3,GHAA190513,INF_A,6609,05,13,0.53275301249741,0.06836938258469795,13699.710343632953,8.113349023995623e-5,68,259
GHA,3,2019,FALSE,TRUE,FALSE,TRUE,3,GHAA190930,INF_A,7976,09,30,0.5318835388024247,0.07830108013491067,4006.920787038235,8.122886690835909e-5,68,63
GHA,3,2019,FALSE,TRUE,FALSE,TRUE,3,GHAB190909,INF_B,8275,09,09,0.6039469196671874,0.06589064783472587,5384.199223635064,3.4880684900948305e-5,68,91
GHA,4,2016,FALSE,FALSE,TRUE,TRUE,2,GHAA160215,INF_A,8417,02,15,0.5541597218276115,0.06582172288535305,2794.8110102556057,1.4302943710436635e-4,68,196
GHA,4,2016,FALSE,FALSE,TRUE,TRUE,2,GHAB160725,INF_B,3448,07,25,0.4894817755238374,0.07831476601735685,827.3474311375732,4.806264590926467e-5,68,84
GHA,5,2016,TRUE,TRUE,TRUE,TRUE,2,GHAA160215,INF_A,4231,02,15,0.5161449437906063,0.06984519174801405,2795.956177607609,1.7622138657910893e-4,68,231
GHA,5,2016,TRUE,TRUE,TRUE,TRUE,2,GHAB160725,INF_B,9349,07,25,0.5864100144505112,0.06510557248262185,1338.3466640381603,5.630538227673409e-5,68,98
GHA,6,2013,FALSE,TRUE,TRUE,TRUE,2,GHAA131007,INF_A,7390,10,07,0.6641700388615579,0.05978485820918946,13623.788177092492,1.751568260837732e-5,68,112
GHA,6,2013,FALSE,TRUE,TRUE,TRUE,2,GHAB131209,INF_B,464,12,09,0.6909431591965463,0.05437077384220725,12770.928332454985,2.0570066066339368e-5,68,175
GHA,7,2016,TRUE,FALSE,TRUE,FALSE,2,GHAA160215,INF_A,3587,02,15,0.49458232701115984,0.07290640813545138,2510.348750228673,1.807261457968106e-4,68,231
GHA,7,2016,TRUE,FALSE,TRUE,FALSE,2,GHAB160725,INF_B,6037,07,25,0.5764249824266175,0.06601310025559466,1048.239755135749,5.800572487718511e-5,68,91
GHA,8,2018,TRUE,TRUE,FALSE,FALSE,2,GHAA180917,INF_A,4205,09,17,0.5475917878825941,0.06876921101764501,21187.908182799067,3.0721793506686824e-5,68,175
GHA,8,2018,TRUE,TRUE,FALSE,FALSE,2,GHAB180903,INF_B,6952,09,03,0.5682461773624807,0.06748526847866937,10261.48221144561,2.4413628983537615e-5,68,140
GHA,9,2010,TRUE,TRUE,TRUE,TRUE,1,GHAA100118,INF_A,3673,01,18,0.5096141345121493,0.07328118346568116,2579.210115414701,2.4634190331911283e-4,68,133
GHA,11,2018,FALSE,TRUE,FALSE,FALSE,2,GHAA180917,INF_A,378,09,17,0.5412959122071461,0.06898755033740517,23267.64751628023,3.359489881745824e-5,68,196
GHA,11,2018,FALSE,TRUE,FALSE,FALSE,2,GHAB180903,INF_B,2417,09,03,0.5605626249081457,0.06851117638305096,9256.089354038057,2.3063841489590786e-5,68,126
GHA,12,2018,TRUE,TRUE,TRUE,FALSE,2,GHAA180917,INF_A,7822,09,17,0.5279417532395416,0.06939395134366355,19579.645443835117,4.091853509748139e-5,68,245
GHA,12,2018,TRUE,TRUE,TRUE,FALSE,2,GHAB180903,INF_B,9629,09,03,0.5953931516006389,0.061650198588235644,11207.281341181219,3.985992850747899e-5,68,231
GHA,13,2018,FALSE,FALSE,TRUE,TRUE,2,GHAA180917,INF_A,1179,09,17,0.5666272933848916,0.06462915401487111,19386.628122126738,5.066159746110434e-5,68,245
GHA,13,2018,FALSE,FALSE,TRUE,TRUE,2,GHAB180903,INF_B,9885,09,03,0.5653954679331502,0.06495042929122465,10159.163658647967,4.3046482280577156e-5,68,217
GHA,16,2010,FALSE,TRUE,FALSE,FALSE,1,GHAA100118,INF_A,4678,01,18,0.6640781689135616,0.05649288456415129,2480.6630497744745,2.602630610784169e-4,68,133
GHA,17,2011,FALSE,TRUE,TRUE,TRUE,1,GHAB110321,INF_B,7965,03,21,0.6130264945041892,0.058814127480166165,2340.797031697102,1.3141213987854155e-4,68,245
GHA,18,2018,TRUE,FALSE,FALSE,TRUE,2,GHAA180917,INF_A,1721,09,17,0.5219370449777135,0.07164612919005997,18289.976684891964,3.482350335772345e-5,68,182
GHA,18,2018,TRUE,FALSE,FALSE,TRUE,2,GHAB180903,INF_B,4879,09,03,0.5191135876339864,0.07283775312428312,8205.663934936852,2.8765542322161523e-5,68,147
GHA,19,2010,TRUE,TRUE,TRUE,TRUE,1,GHAA100118,INF_A,2476,01,18,0.574612339896478,0.06498118007651787,2755.309919488429,2.4178618699262865e-4,68,140
GHA,20,2015,TRUE,TRUE,TRUE,FALSE,2,GHAA150323,INF_A,7166,03,23,0.590833276805749,0.06733642842763855,28474.30971229373,2.0065611298554377e-5,68,112
GHA,20,2015,TRUE,TRUE,TRUE,FALSE,2,GHAB150316,INF_B,2450,03,16,0.5939945818925823,0.05847444470463335,1363.7379766536583,2.7267314723845496e-4,68,819
GHA,21,2017,TRUE,TRUE,FALSE,TRUE,3,GHAA170605,INF_A,4671,06,05,0.47059261340400943,0.07405801508470533,4314.427037507237,2.2416645253695047e-4,68,602
