exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback
GHA,1,2012,TRUE,TRUE,TRUE,TRUE,3,GHAA120521,INF_A,8353,05,21,0.6124295199630428,0.06405747934457011,21540.0675085601,1.7746580624239212e-5,5,126
GHA,1,2012,TRUE,TRUE,TRUE,TRUE,3,GHAA120924,INF_A,1382,09,24,0.521954623084027,0.07273109402660662,8610.415457340205,4.687518926017187e-5,5,140
GHA,1,2012,TRUE,TRUE,TRUE,TRUE,3,GHAB120611,INF_B,7857,06,11,0.600443403898538,0.06368309755695994,9902.541817625091,3.5020074782322784e-5,5,133
GHA,2,2012,FALSE,TRUE,TRUE,TRUE,3,GHAA120521,INF_A,2955,05,21,0.5905811903433488,0.06663793617243556,16820.76172082685,1.7282805703303704e-5,5,119
GHA,2,2012,FALSE,TRUE,TRUE,TRUE,3,GHAA120924,INF_A,7073,09,24,0.6816829049237149,0.056346374847481895,7228.047458095479,5.216219832688365e-5,5,133
GHA,2,2012,FALSE,TRUE,TRUE,TRUE,3,GHAB120611,INF_B,1090,06,11,0.4992155640207065,0.07542748220276016,12811.50744205765,4.056422460907708e-5,5,161
GHA,3,2011,FALSE,TRUE,FALSE,TRUE,1,GHAB110321,INF_B,791,03,21,0.4368112347191609,0.08124546124484316,1987.7715315798607,1.4839571680693388e-4,5,287
GHA,4,2016,FALSE,FALSE,TRUE,TRUE,2,GHAA160215,INF_A,9883,02,15,0.607838223072818,0.059894026742150296,2255.1400001079915,1.744542571298675e-4,5,203
GHA,4,2016,FALSE,FALSE,TRUE,TRUE,2,GHAB160725,INF_B,3591,07,25,0.5228165239294356,0.07305873233945429,1044.3529439105353,6.023652834473766e-5,5,91
GHA,5,2013,FALSE,FALSE,TRUE,TRUE,2,GHAA131007,INF_A,8072,10,07,0.5582743445826079,0.06875939979376508,15401.132162181584,1.931500575699847e-5,5,140
GHA,5,2013,FALSE,FALSE,TRUE,TRUE,2,GHAB131209,INF_B,3215,12,09,0.6301564905564362,0.0588034804858858,8764.444744213279,3.142807475284441e-5,5,196
GHA,6,2018,FALSE,TRUE,FALSE,TRUE,2,GHAA180917,INF_A,4719,09,17,0.5975065329529399,0.06510186390877956,15038.193979424435,2.9737350765018048e-5,5,126
GHA,6,2018,FALSE,TRUE,FALSE,TRUE,2,GHAB180903,INF_B,263,09,03,0.5665354305654828,0.06859987300284465,10363.216649471287,2.0748609656480696e-5,5,119
GHA,7,2018,FALSE,FALSE,TRUE,TRUE,2,GHAA180917,INF_A,9874,09,17,0.5212220583758965,0.073682387690504,17751.650835221102,2.7983572815251486e-5,5,140
GHA,7,2018,FALSE,FALSE,TRUE,TRUE,2,GHAB180903,INF_B,1851,09,03,0.5979740060238143,0.06473300578735959,10082.611929001316,2.5011923664925383e-5,5,126
GHA,8,2011,FALSE,TRUE,FALSE,TRUE,1,GHAB110321,INF_B,7727,03,21,0.5621166337935889,0.0641400070841156,2264.021002127919,1.0490582089403452e-4,5,238
