country,country_code,vacc_program,year,v1,v2,v3,v4,w1,w2,w3,w4
Honduras,HND,23,2041,107854.52695243842,202852.8451891395,0,146501.83066016957,12897.400227637881,27151.511365768314,0,20608.616194911745
Honduras,HND,23,2042,107628.99086583943,200160.80439918852,0,147934.72992447682,13008.470198435161,27085.848286914763,0,21082.737351302116
Honduras,HND,23,2043,108310.9597382798,200565.99623732167,0,150926.57287864463,13093.490179579016,27142.15596321406,0,21550.21427986347
Honduras,HND,23,2044,108999.43734834276,201035.82032976087,0,153770.02477983097,13177.83318014554,27207.063130097707,0,21993.921742555274
Honduras,HND,23,2045,109681.05478299175,201564.01711577649,0,156473.66661837726,13261.542904509259,27279.76468058474,0,22415.278963966015
Honduras,HND,23,2046,110356.26027700068,202145.69908586878,0,159046.13821470042,13344.608019881396,27359.602389752075,0,22815.69967835529
Honduras,HND,23,2047,112007.00671904915,205852.2393642946,0,163462.02837905643,13401.000796389451,27560.75001379727,0,23223.016711380915
Honduras,HND,23,2048,111704.84544771566,203450.8803181559,0,163838.83722990062,13509.246152799968,27538.18247252763,0,23559.408531206638
Honduras,HND,23,2049,112342.30422567688,204168.01768171554,0,166064.09564889828,13589.743142064031,27636.115762458674,0,23904.881690959053
Honduras,HND,23,2050,112985.67117852351,204924.33781840236,0,168191.22400502348,13669.067011777284,27739.224458301527,0,24234.51611215892
Honduras,HND,23,2051,113622.1706444434,205712.52393935365,0,170225.6480215147,13747.53801980339,27846.568664929775,0,24549.278112318076
Honduras,HND,23,2052,115265.80968505159,209665.74196260178,0,174289.08680489205,13798.77846680388,28075.11351388262,0,24881.11643600099
Honduras,HND,23,2053,114898.16378827908,207378.37114880676,0,174047.20341935862,13903.161258655307,28073.16376486283,0,25138.18598718149
Honduras,HND,23,2054,115500.606918915,208251.64307798503,0,175836.9092624049,13979.263133495513,28191.869519914566,0,25414.121069517932
Mexico,MEX,23,2025,1734364.34008676,5246236.55610351,0,2509053.0534947277,0,0,0,0
Mexico,MEX,23,2026,879564.9097373006,2011973.3051227375,0,1261474.1341196,108169.23551499864,271738.52442832757,0,170967.13094375512
Mexico,MEX,23,2027,862649.9549896674,1992149.593659545,0,1328991.7240949483,106773.07281732626,269070.93412190897,0,182284.32826404384
Mexico,MEX,23,2028,856449.8982296572,1972263.7144087518,0,1393677.7448485452,105599.58972826906,266374.8332689719,0,192926.93295420954
Mexico,MEX,23,2029,852059.7849061788,1952435.0745115173,0,1455216.8137806596,104735.42907839338,263695.7310332471,0,202939.57376882914
Mexico,MEX,23,2030,856757.0423125252,1962180.1686687428,0,1531092.854367015,103932.86374274475,262150.2472464617,0,212491.63374808038
Mexico,MEX,23,2031,847237.4939989431,1914186.4868972392,0,1568600.3834761558,103683.07279967425,258546.20538241297,0,221216.88486572934
Mexico,MEX,23,2032,845980.0694598944,1896169.1914973909,0,1620428.6616962363,103389.67958954044,256126.99675070532,0,229541.86857461193
Mexico,MEX,23,2033,845399.7589281914,1879043.09123157,0,1669184.0485315623,103203.42901632005,253830.00930939606,0,237361.72807057534
Mexico,MEX,23,2034,845249.5992599115,1862861.7938883419,0,1714979.4634676955,103098.80966723766,251661.91105156014,0,244701.90541536888
Mexico,MEX,23,2035,845402.8294425254,1847650.8053841924,0,1757939.4729632805,103054.21818090993,249625.4675428968,0,251586.66347454255
Mexico,MEX,23,2036,853353.355873935,1861112.5118823387,0,1820034.1723910377,102865.74244907568,248742.19652472128,0,258326.7114544323
Mexico,MEX,23,2037,846397.6532034142,1820119.9275302307,0,1835925.805823037,103088.84785589814,245942.92015287894,0,264081.85664337483
Mexico,MEX,23,2038,846854.1977760583,1807757.6737109493,0,1871120.0199428198,103137.06098509561,244290.7656029736,0,269734.0039957603
Mexico,MEX,23,2039,847424.8939926468,1796276.732956381,0,1903993.6605286964,103194.89798974467,242756.58728502638,0,275016.83055911266
Mexico,MEX,23,2040,847988.0185223658,1785626.3468062333,0,1934661.3484079374,103258.42101453226,241333.73108271754,0,279949.47959867725
Mexico,MEX,23,2041,856124.6471720686,1802611.0730366586,0,1987563.6857851674,103134.32922796106,241008.6168327099,0,284932.56338101136
Mexico,MEX,23,2042,849143.4725997722,1766618.8772664238,0,1989884.9697292438,103392.169370682,238794.887732653,0,288837.85010323336
Mexico,MEX,23,2043,849447.8591637366,1758166.6691893255,0,2014569.5397214615,103448.6870642923,237666.30793534292,0,292826.21296680253
Mexico,MEX,23,2044,849767.6314601111,1750342.2780224713,0,2037484.6168450431,103495.92457700214,236621.22018529958,0,296533.02394010423
Mexico,MEX,23,2045,850007.1580332086,1743094.332216074,0,2058723.4588309068,103534.8369693719,235653.04080857418,0,299973.6277332444
Mexico,MEX,23,2046,850160.4348362659,1736372.8264590634,0,2078375.313253379,103564.26110870764,234755.05011742032,0,303162.45862286276
Mexico,MEX,23,2047,857856.8633887749,1756318.4853795916,0,2122894.7575270613,103395.47315196389,234891.96576635775,0,306577.51650956686
Mexico,MEX,23,2048,850361.7806697859,1724337.6280043768,0,2113320.5310855303,103600.73721754554,233146.58010432305,0,308840.88744506636
Mexico,MEX,23,2049,850148.2125770911,1718945.6872826808,0,2128695.275442005,103599.60059670109,232425.9438110659,0,311354.7700108841
Mexico,MEX,23,2050,849945.4688380886,1713915.2991541831,0,2142820.109413242,103586.18573478094,231753.07200107336,0,313668.9502885676
Mexico,MEX,23,2051,849662.4877493478,1709208.339084434,0,2155762.0265870723,103562.85091802692,231123.20680407126,0,315794.6355029878
Mexico,MEX,23,2052,856930.5273317641,1730602.0410563766,0,2195069.6686937315,103342.46834211482,231489.65962928816,0,318254.6138153576
Mexico,MEX,23,2053,849023.033574419,1700640.582510954,0,2178421.8442305312,103495.2455817373,229975.87208198503,0,319524.9484328586
Mexico,MEX,23,2054,848407.4723669455,1696728.8284603285,0,2188185.075846616,103443.72131590344,229451.9283056896,0,321148.037188279
Nicaragua,NIC,23,2025,127838.28476145804,342499.63619587687,0,93278.9831983777,0,0,0,0
Nicaragua,NIC,23,2026,64635.575819434656,132109.3590236451,0,52099.246247512056,7961.223392746407,17864.23783354481,0,6658.398465918934
Nicaragua,NIC,23,2027,63412.17582128263,131724.2602296059,0,56505.42660868692,7851.785263654725,17811.14560093634,0,7399.16620748878
Nicaragua,NIC,23,2028,63063.95328463546,131254.36258856894,0,60762.35234530084,7768.100290957975,17745.47955994195,0,8097.634154501175
Nicaragua,NIC,23,2029,62898.350882743034,130725.45368349341,0,64849.95949685658,7715.135621794538,17672.84142087922,0,8758.350968428924
