country,country_code,vacc_program,year,age1,age2,age3,age4
Saudi Arabia,SAU,3,2045,876623.2128933863,1911049.7624719806,0,1651679.4877064081
Saudi Arabia,SAU,3,2046,881114.7866046295,1916130.0706231047,0,1680104.0642277612
Saudi Arabia,SAU,3,2047,893391.8904256906,1949965.9438440956,0,1728133.9695137192
Saudi Arabia,SAU,3,2048,890187.9140401867,1927339.0569476977,0,1732402.2981355274
Saudi Arabia,SAU,3,2049,894077.554194641,1933413.720643137,0,1756374.658926897
Saudi Arabia,SAU,3,2050,898114.4965973796,1939729.0186736106,0,1779059.906611513
Saudi Arabia,SAU,3,2051,902059.753374906,1946247.0306972067,0,1800533.681699598
Saudi Arabia,SAU,3,2052,913999.788337152,1981800.0983827019,0,1843728.0169478762
Saudi Arabia,SAU,3,2053,910111.9673829172,1959801.2602719425,0,1840216.7766276444
Saudi Arabia,SAU,3,2054,913504.6864077825,1966814.6332685915,0,1858472.949458355
Syria,SYR,3,2025,1297035.3948224862,3974349.7903465093,0,771907.7756814108
Syria,SYR,3,2026,723577.1316361169,1556512.1682522926,0,451176.4894071215
Syria,SYR,3,2027,711762.5785438948,1557592.7366431442,0,493499.5225568975
Syria,SYR,3,2028,720181.5810068505,1559785.094910704,0,534341.9109773085
Syria,SYR,3,2029,729003.4939318014,1563044.1076181326,0,573482.3857216779
Syria,SYR,3,2030,744481.5360889651,1590517.6126949573,0,617424.4809575926
Syria,SYR,3,2031,747523.6293182119,1572709.2729157712,0,646475.1612404904
Syria,SYR,3,2032,756500.8488807023,1579083.4253420755,0,680312.1825010556
Syria,SYR,3,2033,765729.9497284498,1586399.8197346975,0,712500.7791649078
Syria,SYR,3,2034,774967.661867777,1594611.2714980298,0,743125.0712791468
Syria,SYR,3,2035,784193.5580798762,1603667.881252765,0,772270.122947867
Syria,SYR,3,2036,800342.1451908343,1637352.675883685,0,809316.4511490646
Syria,SYR,3,2037,802957.096878705,1624092.4509046935,0,826536.1354199685
Syria,SYR,3,2038,811813.7203174385,1635384.7237700492,0,851759.2195907504
Syria,SYR,3,2039,820864.708625249,1647301.1477498233,0,875858.6769379254
Syria,SYR,3,2040,829876.7783248578,1659791.4067863573,0,898908.2754077223
Syria,SYR,3,2041,846205.9160083344,1697527.1156870266,0,931974.7059981263
Syria,SYR,3,2042,848206.8545768467,1686328.5743097202,0,942203.5292251647
Syria,SYR,3,2043,856816.9734572965,1700324.713158619,0,962509.840592148
Syria,SYR,3,2044,865650.4273530057,1714729.8311665822,0,982046.777177248
Syria,SYR,3,2045,874462.6333351682,1729515.4271288111,0,1000872.581936978
Syria,SYR,3,2046,883254.3638437708,1744644.076177176,0,1019037.2431096764
Syria,SYR,3,2047,899870.945763493,1786098.7905683445,0,1049189.8221343276
Syria,SYR,3,2048,901259.8599258185,1775837.4326717332,0,1053649.7179542123
Syria,SYR,3,2049,909710.8433543892,1791888.7483560932,0,1070111.8054308074
Syria,SYR,3,2050,918438.0668391461,1808186.8956177037,0,1086112.9962160212
Syria,SYR,3,2051,927173.7248988551,1824712.706371737,0,1101691.507622164
Syria,SYR,3,2052,944155.648716158,1868660.6130827651,0,1130566.5948072872
Syria,SYR,3,2053,945174.9827521964,1858394.7785648564,0,1131777.5196288556
Syria,SYR,3,2054,953632.5079319394,1875559.436278482,0,1146270.6524866093
Tajikistan,TJK,3,2025,647434.3756979785,1844939.2570255992,0,272816.95957555657
Tajikistan,TJK,3,2026,353754.45661409595,726210.3780822658,0,163428.60271247287
Tajikistan,TJK,3,2027,345072.92054189096,729658.673494814,0,179698.5243972852
Tajikistan,TJK,3,2028,347444.05074517924,732951.9512231534,0,195569.0826206353
Tajikistan,TJK,3,2029,350537.5370700128,736232.7909329688,0,210920.43934593938
Tajikistan,TJK,3,2030,357258.18659820163,750569.4705997597,0,228090.639916309
Tajikistan,TJK,3,2031,358338.1855819444,743268.7000462123,0,239928.18012588282
Tajikistan,TJK,3,2032,362539.14777819,747201.1488865135,0,253548.53239176935
Tajikistan,TJK,3,2033,367095.2116278906,751458.1303213015,0,266618.54262481653
Tajikistan,TJK,3,2034,371847.87981754745,756070.6398760077,0,279161.8982593462
Tajikistan,TJK,3,2035,376750.7847650771,761057.3891615599,0,291204.52577225363
Tajikistan,TJK,3,2036,385100.473663869,777748.3018939028,0,306234.44133495697
Tajikistan,TJK,3,2037,387095.0041664968,772166.281202455,0,313935.6697427525
Tajikistan,TJK,3,2038,392154.60484197614,778297.3811598811,0,324648.0703351437
Tajikistan,TJK,3,2039,397397.13178280974,784784.2076221303,0,334978.3990371349
Tajikistan,TJK,3,2040,402690.8550353872,791620.3249404202,0,344956.37694748124
Tajikistan,TJK,3,2041,411585.69811625074,810588.851381297,0,358764.4960909448
Tajikistan,TJK,3,2042,413629.2054105433,806278.2659502367,0,363972.67486259475
Tajikistan,TJK,3,2043,418900.99294677045,814087.1987409883,0,373023.16847739427
Tajikistan,TJK,3,2044,424333.9959750997,822189.4934427558,0,381816.6584009429
Tajikistan,TJK,3,2045,429803.3374018142,830563.1124261674,0,390376.6000970258
Tajikistan,TJK,3,2046,435304.97850833647,839198.6992573224,0,398718.6601835346
